average_per_theatre	gross	rank	production_budget	runtime	theaters	ratio	genre	Action	Drama	Comedy	Documentary	Foreign	Horror	Sci-Fi	Romance	Animation	release_year	actors	1	2	3	4	actors_sum	directors	dire_sum	distributor	dist_sum	G	GP	NC-17	Not Yet Rated	PG	PG-13	R	Unknown	Unrated
16461.8321303	28461687.7913	1.0	0.0	84.0	1729.0	1530	Animation	0	0	0	0	0	0	0	0	1	29		0	0	0	0	0		0	Buena Vista	3989401373	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
394.0	788.0	104.0	0.0	81.0	2.0	0	Comedy	0	0	1	0	0	0	0	0	0	1	Pat Mills	0	0	0	0	0	Pat Mills	0	Strand	16256242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
15874.701363	21240316.8383	1.0	8000000.0	154.0	1338.0	1538	Crime	0	0	0	0	0	0	0	0	0	22	John Travolta,Uma Thurman,Samuel L. Jackson,Bruce Willis,Christopher Walken	988306546	229505660	1830075747	1262388738	4310276692	Quentin Tarantino	4784312	Miramax	724092052	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1225377.89	2450755.78	10.0	40000000.0	138.0	2.0	142	Music Drama	0	1	0	0	0	0	0	0	0	25	Bette Midler,Billy Bob Thornton	803246762	0	0	0	803246762		0	Fox	13908211784	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1263.64571144	66953.8915723	44.0	0.0	85.0	53.0	3	Horror	0	0	0	0	0	1	0	0	0	3	Luke Evans,Adelaide Clemens	125982046	18095891	0	0	144077938		0	Anchor Bay Films	17599263	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7398.71616419	821253.364901	22.0	0.0	140.0	111.0	29	Foreign	0	0	0	0	1	0	0	0	0	4		0	0	0	0	0		0	UTV Communications	35074700	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10855.1613282	37342725.4216	1.0	0.0	127.0	3440.0	2697	Action Drama	1	1	0	0	0	0	0	0	0	5	Hugh Jackman,Evangeline Lilly,Dakota Goyo,Anthony Mackie,Kevin Durand	1768048734	18801001	0	743211627	2530061363	Shawn Levy	1009286081	Buena Vista	42719853225	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2334.99751027	35032.0846508	57.0	0.0	101.0	15.0	3	Thriller	0	0	0	0	0	1	0	0	0	3	Sean Patrick Flanery,Vivica A. Fox	11349651	618834694	0	0	630184346		0	Armando Montelongo Productions	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
0.0	1365508.83806	20.0	0.0	90.0	1.0	121	Crime Comedy	0	0	1	0	0	0	0	0	0	19	Tupac Shakur,Tim Roth,Thandie Newton,Lucy Liu	119821341	68667253	168350213	232564572	589403380		0	Gramercy	370714875	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2793.85758745	751463.244491	19.0	0.0	110.0	269.0	65	Comedy / Drama	0	1	1	0	0	0	0	0	0	3	Mark Ruffalo,Gwyneth Paltrow,Tim Robbins,Patrick Fugit,Josh Gad	1357478431	2460239660	2116186745	152065348	6085970185		0	Roadside Attractions	127906988	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
992.070075873	1984.14015175	107.0	0.0	93.0	2.0	0	Fantasy Drama	0	1	0	0	0	0	0	0	0	4		0	0	0	0	0		0	Indican	7128223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
35726.4483424	35726.4483424	64.0	0.0	104.0	1.0	2	Unknown	0	0	0	0	0	0	0	0	0	13		0	0	0	0	0		0	Kino	10658173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5582.25851244	5582.25851244	95.0	0.0	122.0	1.0	0	Unknown	0	0	0	0	0	0	0	0	0	12		0	0	0	0	0		0	Kino	11734350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4647.46131448	2049548.07488	12.0	100000.0	111.0	441.0	137	Sports Drama	0	1	0	0	0	0	0	0	0	10	Alex Kendrick	0	0	0	0	0	Alex Kendrick	0	IDP	78542859	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
18239.6243326	54718.8729978	53.0	0.0	90.0	3.0	2	Documentary	0	0	0	1	0	0	0	0	0	2		0	0	0	0	0		0	Sony Classics	1177183313	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
23716.806246	56731089.9828	1.0	75000000.0	136.0	2392.0	3379	Action	1	0	0	0	0	0	0	0	0	20	Sean Connery,Nicolas Cage,Ed Harris,David Morse,William Forsythe,Michael Biehn,John C. McGinley,Tony Todd,James Caviezel	1543868080	804753532	987659227	0	3336280840	Michael Bay	102345035	Buena Vista	18015549334	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4476.45467611	9051992.69378	5.0	0.0	106.0	2022.0	655	Family Comedy	0	0	1	0	0	0	0	0	0	22	Rick Moranis,Ed O'Neill,Alexa Vega	251541002	32378903	0	0	283919905	Duwayne Dunham	0	Warner Bros.	15253888747	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
6995.21755248	24621180.3274	2.0	75000000.0	126.0	3520.0	1450	Period Adventure	0	0	0	0	0	0	0	0	0	11	Antonio Banderas,Catherine Zeta-Jones,Rufus Sewell	1688367755	1188339118	153216752	0	3029923626	Martin Campbell	321295045	Sony / Columbia	11410207702	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
31036.5731821	113097214.722	1.0	125000000.0	130.0	3644.0	5379	Action	1	0	0	0	0	0	0	0	0	5	Gal Gadot,Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster,Chris 'Ludacris' Bridges,Tyrese Gibson	361675692	1262938268	1099184607	1245822768	3969621337	Justin Lin	269904866	Universal	32888829737	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
5580.16401575	5089613.47677	5.0	0.0	106.0	912.0	628	Drama	0	1	0	0	0	0	0	0	0	21	Jessica Lange,Halle Berry,David Strathairn,Cuba Gooding, Jr.,Samuel L. Jackson	506752523	538339453	452776278	763857044	2261725300		0	Paramount	16665424045	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2634.98610339	4892717.29388	12.0	27000000.0	92.0	1857.0	313	Action Comedy	1	0	1	0	0	0	0	0	0	14	Samuel L. Jackson,Rhys Ifans	4473617320	300731813	0	0	4774349133	Ronny Yu	47089098	Sony / Screen Gems	232582072	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10462.2395326	20923.1909293	79.0	0.0	97.0	2.0	1	Unknown	0	0	0	0	0	0	0	0	0	13		0	0	0	0	0		0	First Look	11353701	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
18274.0651033	23536504.41	2.0	0.0	105.0	1288.0	1169	Horror	0	0	0	0	0	1	0	0	0	26	Samuel L. Jackson	649910872	0	0	0	649910872		0	Fox	12454355844	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
24837.046031	2433950.49618	11.0	6000000.0	120.0	98.0	454	Unknown	0	0	0	0	0	0	0	0	0	30		0	0	0	0	0	David Lynch	70547779	DEG	79233076	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10781.826792	30221222.1007	1.0	80000000.0	114.0	2803.0	1424	Period Horror	0	0	0	0	0	1	0	0	0	12	Stellan Skarsgard	786927228	0	0	0	786927228	Renny Harlin	703435141	Warner Bros.	28195160156	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2941.91520368	2941.91520368	102.0	0.0	105.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	5		0	0	0	0	0		0	Oscilloscope Pictures	5995186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2276.08319881	7704810.10579	9.0	150000000.0	111.0	3385.0	241	Fantasy	0	0	0	0	0	0	0	0	0	6	Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer,Monica Bellucci	3106852413	973738555	2075884308	186930749	6343406027	Jon Turteltaub	1059030921	Buena Vista	40766586507	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
6485.08676709	20472032.1692	3.0	30000000.0	92.0	3157.0	1456	Horror	0	0	0	0	0	1	0	0	0	3	Chloe Moretz,Judy Greer,Portia Doubleday,Ansel Elgort,Gabriella Wilde,Julianne Moore	691134899	211146128	56561331	0	958842359	Kimberly Peirce	28435119	Sony / Screen Gems	2447960554	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
12434.7422445	24868.4833021	59.0	0.0	90.0	2.0	0	Documentary	0	0	0	1	0	0	0	0	0	2		0	0	0	0	0		0	Samuel Goldwyn	491392514	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1653.32067721	4960.97945973	68.0	0.0	85.0	3.0	0	Drama	0	1	0	0	0	0	0	0	0	3		0	0	0	0	0		0	IFC	455565013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
35790.0685921	35790.0685921	55.0	0.0	76.0	1.0	1	Comedy	0	0	1	0	0	0	0	0	0	3	Nick Offerman	388772	0	0	0	388772		0	Tribeca Film	588674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	28740.8009244	59.0	70000000.0	86.0	1.0	0	Animation	0	0	0	0	0	0	0	0	1	17	Jennifer Aniston,Vin Diesel	132707954	314870408	0	0	447578362	Brad Bird	0	Warner Bros.	20996062038	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
7489.51958684	11496218.5274	3.0	0.0	93.0	1535.0	1388	Horror	0	0	0	0	0	1	0	0	0	26	Julianne Moore	0	0	0	0	0		0	Paramount	12006903817	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10184.374197	2515677.9669	15.0	0.0	110.0	247.0	187	Crime Thriller	0	0	0	0	0	1	0	0	0	22	Gary Oldman	325626905	0	0	0	325626905	Peter Medak	0	Gramercy	43110525	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
42123.4230804	589722.044727	23.0	0.0	105.0	14.0	40	Fantasy Drama	0	1	0	0	0	0	0	0	0	10	Gael Garcia Bernal,Charlotte Gainsbourg	61404699	0	0	0	61404699	Michel Gondry	57869368	Warner Independent	173228988	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
6912.45285085	16328024.1065	2.0	21000000.0	118.0	2362.0	1079	Crime Drama	0	1	0	0	0	0	0	0	0	9	Joaquin Phoenix,Mark Wahlberg,Robert Duvall,Eva Mendes	1388898648	1304003855	1703367706	921104580	5317374791	James Gray	1224108	Sony / Columbia	14038679088	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
32054.6059477	352605.935397	29.0	0.0	111.0	11.0	26	Romance	0	0	0	0	0	0	0	1	0	14	James Spader,Maggie Gyllenhaal	148730208	93839736	0	0	242569944		0	Lions Gate	295804036	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3290.86595801	5568762.62712	10.0	0.0	84.0	1692.0	363	Family Adventure	0	0	0	0	0	0	0	0	0	21		0	0	0	0	0		0	Warner Bros.	16518744359	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
22657.5722467	31855723.4581	1.0	19000000.0	99.0	1406.0	2488	Thriller	0	0	0	0	0	1	0	0	0	25	Julia Roberts	637303157	0	0	0	637303157	Joseph Ruben	44416728	Fox	13325435752	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
17244.0	17244.0	57.0	0.0	104.0	1.0	0	Drama	0	1	0	0	0	0	0	0	0	1	Yael Abecassis,Tawfeek Barhom,Razi Gabareen	0	0	0	0	0	Eran Riklis	0	Strand	15963941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
9094.43772312	31666119.8544	3.0	80000000.0	104.0	3482.0	1283	Comedy	0	0	1	0	0	0	0	0	0	5	Kevin James,Rosario Dawson,Leslie Bibb,Ken Jeong,Donnie Wahlberg,Nick Nolte,Adam Sandler,Sylvester Stallone,Cher,Judd Apatow,Jon Favreau,Maya Rudolph,Don Rickles	1072475795	949544808	627795	1042329004	3064977403	Frank Coraci	543118133	Sony / Columbia	18002443466	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
28499.3117658	44061015.3424	1.0	0.0	94.0	1546.0	2377	Comedy	0	0	1	0	0	0	0	0	0	31		0	0	0	0	0	Amy Heckerling	105607985	Warner Bros.	4876526051	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10584.3947271	9177387.95594	2.0	0.0	87.0	867.0	1450	Horror	0	0	0	0	0	1	0	0	0	29		0	0	0	0	0		0	New World	325270994	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3659.0	80504.0	46.0	0.0	121.0	22.0	6	Action	1	0	0	0	0	0	0	0	0	1		0	0	0	0	0		0	Well Go USA	6181954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3397.78737957	159719.846559	39.0	7500000.0	111.0	47.0	5	Drama	0	1	0	0	0	0	0	0	0	12	Seu Jorge,Jeff Bridges,Kim Basinger	9744050	1053311161	1422076494	0	2485131706	Tod Williams	0	Focus Features	334504341	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
19432.8551798	19686189.5399	1.0	0.0	102.0	1013.0	2188	Comedy / Drama	0	1	1	0	0	0	0	0	0	26	Annette Bening,Meryl Streep,Dennis Quaid	83056587	849514651	474332538	0	1406903777	Mike Nichols	353803207	Columbia	6624717242	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
11088.7874672	21612385.8136	2.0	0.0	106.0	1949.0	1862	Comedy	0	0	1	0	0	0	0	0	0	21	Steve Martin,Diane Keaton,Martin Short,Kieran Culkin	1251973495	613363327	247512307	155445876	2268295007	Charles Shyer	288767081	Buena Vista	17252190292	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
838.042094691	193645.332474	30.0	5000000.0	98.0	231.0	8	Thriller	0	0	0	0	0	1	0	0	0	6	50 Cent,Chace Crawford,Rory Culkin,Cody Horn,Emma Roberts,Kiefer Sutherland	81727718	42415332	465265886	0	589408937	Joel Schumacher	1489365514	Hannover House	272900	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8413.9435695	6192424.17071	13.0	0.0	133.0	736.0	240	Comedy	0	0	1	0	0	0	0	0	0	22	Kim Basinger,Tim Robbins,Julia Roberts,Forest Whitaker	1105002928	837454931	1332146766	1193555677	4468160303	Robert Altman	46692956	Miramax	928023868	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
13802.1511263	27604.3022526	62.0	0.0	110.0	2.0	0	Comedy	0	0	1	0	0	0	0	0	0	6		0	0	0	0	0		0	IFC	407047780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7881.556641	7046360.28819	7.0	0.0	229.0	894.0	394	Unknown	0	0	0	0	0	0	0	0	0	32	Jennifer Connelly,Robert DeNiro	0	67262165	0	0	67262165		0	Warner Bros.	3274707009	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
14741.2800106	29482.5600213	55.0	9000000.0	105.0	2.0	1	Foreign	0	0	0	0	1	0	0	0	0	6		0	0	0	0	0		0	Strand	12425438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
12275.1537729	10017344.4306	8.0	0.0	99.0	816.0	519	Sci-Fi Thriller	0	0	0	0	0	1	1	0	0	32	Dennis Quaid	212369410	0	0	0	212369410	Joseph Ruben	0	Fox	8037311688	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2523.0	15139.0	66.0	0.0	115.0	6.0	0	Drama	0	1	0	0	0	0	0	0	0	0		0	0	0	0	0		0	Magnolia	134268476	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7514.87763212	5944654.58192	10.0	0.0	111.0	791.0	357	Period Drama	0	1	0	0	0	0	0	0	0	9	Ioan Gruffudd,Romola Garai,Ciaran Hinds,Rufus Sewell,Michael Gambon,Albert Finney,Benedict Cumberbatch	1463141173	54112361	142108589	348133827	2007495950	Michael Apted	570085435	IDP	91627632	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
9456.15181581	30184041.7577	2.0	50000000.0	113.0	3192.0	1656	Comedy	0	0	1	0	0	0	0	0	0	4	Jason Biggs,Seann William Scott,Chris Klein,Thomas Ian Nicholas,Eddie Kay Thomas,Alyson Hannigan,Tara Reid,Mena Suvari,Eugene Levy,Natasha Lyonne,Shannon Elizabeth,Jennifer Coolidge,John Cho	513004080	794616687	569256385	8606680	1885483833	Jon Hurwitz,Hayden Schlossberg	41952115	Universal	34060522260	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
0.0	1534313.0499	17.0	0.0	100.0	1.0	52	Foreign	0	0	0	0	1	0	0	0	0	12		0	0	0	0	0		0	Alliance	27082145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
21786.6317665	130718.576994	49.0	0.0	90.0	6.0	9	Foreign	0	0	0	0	1	0	0	0	0	11		0	0	0	0	0		0	Picturehouse	1630833	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
6393.0	786399.0	21.0	0.0	0.0	123.0	44	Unknown	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0		0	Shorts International	11767795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
12222.7988536	34993873.1179	1.0	25000000.0	110.0	2863.0	1812	Thriller	0	0	0	0	0	1	0	0	0	4	Mark Wahlberg,Kate Beckinsale,Giovanni Ribisi,Ben Foster,Lukas Haas,Diego Luna,J.K. Simmons	1795043310	1018542020	1910868240	557751441	5282205013	Baltasar Kormakur	0	Universal	33601610082	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1578.89972862	2089822.45741	16.0	25000000.0	129.0	1324.0	125	Thriller	0	0	0	0	0	1	0	0	0	11	Ralph Fiennes,Rachel Weisz	785965829	844511484	0	0	1630477314	Fernando Meirelles	9744050	Focus Features	398568193	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10516.2869859	10516.2869859	65.0	0.0	90.0	1.0	0	Drama	0	1	0	0	0	0	0	0	0	6		0	0	0	0	0		0	New American Vision	25165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
373.0	153493.0	32.0	0.0	84.0	411.0	8	Animation	0	0	0	0	0	0	0	0	1	1	Mila Kunis,Danny McBride,TJ Miller ,Bob Odenkirk ,Rob Riggle,Susan Sarandon,Nick Swardson	995821483	1013423031	636505933	0	2645750447		0	Freestyle Releasing	164500988	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
5332.26846632	3466053.09942	8.0	0.0	79.0	650.0	473	Unknown	0	0	0	0	0	0	0	0	0	34	Dan Aykroyd,John Candy,Tommy Chong,Cheech Marin,Gilda Radner	0	0	0	0	0	Andrew Solt	0	Paramount	2836435200	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
4927.99474781	4322128.02912	14.0	750000.0	87.0	877.0	253	Animation	0	0	0	0	0	0	0	0	1	9	Tina Fey	108578162	0	0	0	108578162		0	First Look	15104535	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
5231.51310214	15695.6262611	69.0	0.0	0.0	3.0	0	Foreign / Action	1	0	0	0	1	0	0	0	0	6	Jet Li	759286718	0	0	0	759286718		0	Magnolia	80302618	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7388.0	110818.0	38.0	0.0	85.0	15.0	5	Comedy	0	0	1	0	0	0	0	0	0	1		0	0	0	0	0		0	China Lion	8501484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4318.47113127	11336582.3708	5.0	0.0	88.0	2625.0	742	Animation	0	0	0	0	0	0	0	0	1	6	Christina Ricci,Justin Long,Hayden Panettiere,Dennis Hopper ,Danny Glover	1070425500	1673902355	887709387	0	3632037243		0	Lionsgate	2104680522	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
30608.2086215	30608.2086215	59.0	0.0	107.0	1.0	1	Thriller	0	0	0	0	0	1	0	0	0	9	Malcolm McDowell,Will Patton	20587586	592210680	0	0	612798266		0	Mountain Top Releasing	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
6678.87646247	20844994.7109	1.0	0.0	90.0	3121.0	1497	Sports Comedy	0	0	1	0	0	0	0	0	0	8	Will Ferrell,Woody Harrelson,Andre Benjamin,Jackie Earle Haley,Jason Sudeikis,Kristen Wiig,Ed Helms	2009104615	1269589916	270866761	68535260	3618096553		0	New Line	9953137846	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3055.61986063	4700195.76178	13.0	28000000.0	89.0	1538.0	285	Crime Comedy	0	0	1	0	0	0	0	0	0	16	Paul Newman	564284363	0	0	0	564284363		0	USA Films	165494678	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
6062.38638062	6426018.02605	9.0	0.0	100.0	1060.0	253	Fantasy Comedy	0	0	1	0	0	0	0	0	0	23	Don Cheadle	145931176	0	0	0	145931176		0	MGM	3697011068	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
14706.4974594	51517817.1203	2.0	200000000.0	148.0	3503.0	2590	Period Adventure	0	0	0	0	0	0	0	0	0	6	Russell Crowe,Cate Blanchett,Max von Sydow,William Hurt,Mark Strong,Danny Huston,Mark Addy,Matthew MacFadyen	1127397391	2395190108	338057816	950437842	4811083159	Ridley Scott	1549170316	Universal	31771205739	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
6632.01709262	39790.9977719	51.0	0.0	93.0	6.0	1	Documentary	0	0	0	1	0	0	0	0	0	7		0	0	0	0	0		0	Sony Classics	854679420	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
9311.49004461	13157345.4099	2.0	0.0	97.0	1413.0	1675	Romantic Comedy	0	0	1	0	0	0	0	1	0	20	Jamie Foxx,Uma Thurman	39326460	418125903	0	0	457452364	Michael Lehman	41280883	Fox	17546075552	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
585.0	70790.0	46.0	0.0	113.0	121.0	2	Action	1	0	0	0	0	0	0	0	0	1		0	0	0	0	0		0	Purdie Distribution	8238958	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
29420.302202	176524.014919	35.0	0.0	108.0	6.0	8	Drama	0	1	0	0	0	0	0	0	0	8	Ben Kingsley,Penelope Cruz	1065305574	457260689	0	0	1522566264	Isabel Coixet	24310	Samuel Goldwyn	410521259	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8513.02942363	8513.02942363	80.0	0.0	93.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	6		0	0	0	0	0		0	Abramorama	1838144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6725.73235855	753284.131547	18.0	0.0	0.0	112.0	42	Foreign	0	0	0	0	1	0	0	0	0	5		0	0	0	0	0		0	Eros	67950726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
8108.15744519	8108.15744519	89.0	0.0	87.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	9		0	0	0	0	0		0	Lifesize	81368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
14411.5559396	14411.5559396	77.0	0.0	104.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	11		0	0	0	0	0		0	Icarus Films	84556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
20340.1146087	40679.2280304	46.0	0.0	96.0	2.0	1	Drama	0	1	0	0	0	0	0	0	0	2	Mathieu Amalric	331435463	0	0	0	331435463	Roman Polanski	126039236	IFC	459412921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2320.37651261	2320.37651261	59.0	0.0	88.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	17		0	0	0	0	0		0	Roxie	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
12083.4341708	40068837.0125	1.0	100000000.0	102.0	3316.0	1953	Action	1	0	0	0	0	0	0	0	0	4	Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren,Chuck Norris,Jean-Claude Van Damme,Bruce Willis,Arnold Schwarzenegger,Terry Crews,Randy Couture,Liam Hemsworth	3022099218	987680117	871457839	203021486	5084258663	Simon West	557939835	Lionsgate	3173293878	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
18228.2307756	36455.3745964	56.0	0.0	101.0	2.0	1	Romance	0	0	0	0	0	0	0	1	0	6		0	0	0	0	0		0	Lorber Films	2595690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
30637.4065215	91910.8431591	57.0	0.0	95.0	3.0	3	Crime Thriller	0	0	0	0	0	1	0	0	0	16		0	0	0	0	0		0	USA Films	177324826	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
2856.0	2856.0	93.0	0.0	85.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	1		0	0	0	0	0		0	First Run	10929782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
12081.2515111	4820330.386	5.0	0.0	92.0	399.0	655	Comedy	0	0	1	0	0	0	0	0	0	32	Peter Ellenstein,Chip McAllistar	0	0	0	0	0	Lawrence Bassoff	0	Crown	53752014	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
12208.1198805	36660072.3855	1.0	40000000.0	128.0	3003.0	2403	Sports Drama	0	1	0	0	0	0	0	0	0	3	Chadwick Boseman,Harrison Ford,Alan Tudyk,Christopher Meloni,Lucas Black,John C. McGinley	10781102	7524859157	976678136	46108713	8558427109	Brian Helgeland	201561544	Warner Bros.	45197671357	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4652.13439376	7768769.94466	11.0	30000000.0	98.0	1670.0	364	Thriller	0	0	0	0	0	1	0	0	0	17	Annette Bening,Robert Downey, Jr.	594403573	829288882	2411134008	0	3834826464	Neil Jordan	329590964	DreamWorks	930583780	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
22891.6567808	22891.6567808	76.0	0.0	109.0	1.0	1	Comedy	0	0	1	0	0	0	0	0	0	10		0	0	0	0	0		0	Goodbye Cruel Releasing	93532	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
6901.02164057	6901.02164057	97.0	0.0	97.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	9		0	0	0	0	0		0	First Run	5328601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2656.50479273	5313.00958546	93.0	0.0	101.0	2.0	0	Fantasy Comedy	0	0	1	0	0	0	0	0	0	3	Michael Angarano,Alexis Bledel,Juno Temple	19554822	115251362	647184640	0	781990825		0	Magnolia	115731297	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
11383.9231084	842432.327083	17.0	0.0	145.0	74.0	42	Foreign	0	0	0	0	1	0	0	0	0	8		0	0	0	0	0		0	Yash Raj	30652019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
30514.4565703	793379.823307	27.0	0.0	150.0	26.0	20	Foreign	0	0	0	0	1	0	0	0	0	14		0	0	0	0	0		0	Media Partners	180101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
