average_per_theatre	gross	rank	production_budget	runtime	theaters	ratio	genre	Action	Drama	Comedy	Documentary	Foreign	Horror	Sci-Fi	Romance	Animation	release_year	actors	1	2	3	4	actors_sum	directors	dire_sum	distributor	dist_sum	G	GP	NC-17	Not Yet Rated	PG	PG-13	R	Unknown	Unrated
4738.03565598	4738.03565598	85.0	0.0	93.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	6		0	0	0	0	0		0	International Film Circuit	3524553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3261.3217487	179390.372719	39.0	0.0	87.0	55.0	11	Comedy / Drama	0	1	1	0	0	0	0	0	0	7	John Malkovich,Colin Hanks,Emily Blunt,Griffin Dunne,Steve Zahn,Tom Hanks,Adam Scott	1280504179	333306046	295946332	152443	1909909001		0	Magnolia	69834729	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1323.56918255	3971.70873462	74.0	0.0	93.0	3.0	0	Romantic Comedy	0	0	1	0	0	0	0	1	0	2	Adam Brody,Leighton Meester	781825444	278902148	0	0	1060727592		0	Magnolia	127149885	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
5935.3989365	8736733.14399	5.0	0.0	95.0	1472.0	769	Horror Comedy	0	0	1	0	0	1	0	0	0	26	Kevin Bacon,Fred Ward	389097792	138189082	0	0	527286875	Ron Underwood	0	Universal	9678095968	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
7290.20535551	14579.3237563	60.0	15000000.0	112.0	2.0	0	Music Drama	0	1	0	0	0	0	0	0	0	6	Garrett Hedlund,Leighton Meester,Gwyneth Paltrow	642590327	107511757	1942399749	0	2692501833	Shana Feste	124745	Sony / Screen Gems	1912857192	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4067.10105058	9621621.45419	5.0	0.0	83.0	2366.0	676	Comedy	0	0	1	0	0	0	0	0	0	14	Leslie Mann	575764616	0	0	0	575764616		0	Sony (Revolution)	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4203.0	63039.0	53.0	0.0	120.0	15.0	4	Foreign	0	0	0	0	1	0	0	0	0	1		0	0	0	0	0		0	FIP	3804775	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
8521.10242236	19641336.4787	1.0	35000000.0	122.0	2305.0	1357	Period Horror	0	0	0	0	0	1	0	0	0	15	Johnny Depp,Heather Graham,Ian Holm,Dominic Cooper	1009063256	534449348	918509416	0	2462022021	Albert Hughes,Allen Hughes	83733378	Fox	24907546447	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3893.47183292	3893.47183292	0.0	0.0	0.0	1.0	0	Drama	0	1	0	0	0	0	0	0	0	6		0	0	0	0	0		0	Film Movement	712534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6282.61857338	18469509.8164	5.0	28000000.0	103.0	2940.0	882	Action Comedy	1	0	1	0	0	0	0	0	0	3	Aaron Johnson,Chloe Moretz,Christopher Mintz-Plasse,Jim Carrey,Morris Chestnut,John Leguizamo,Clark Duke	243992087	661837055	742877975	3351365394	5000072512	Jeff Wadlow	39551121	Universal	36579199305	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4507.55544643	680709.061825	17.0	0.0	85.0	151.0	27	Sci-Fi Action	1	0	0	0	0	0	1	0	0	10		0	0	0	0	0	Pierre Morel	0	Magnolia	44260630	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4387.29850199	17548.0508869	59.0	0.0	106.0	4.0	0	Comedy / Drama	0	1	1	0	0	0	0	0	0	9	Brenda Blethyn	0	0	0	0	0		0	Warner Independent	196075244	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
5157.80016362	5270751.65292	12.0	0.0	95.0	1022.0	370	Unknown	0	0	0	0	0	0	0	0	0	32	Kris Kristofferson,Treat Williams	0	0	0	0	0		0	TriStar	204002639	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
5828.10962591	8591918.15153	6.0	4700000.0	89.0	1474.0	623	Horror	0	0	0	0	0	1	0	0	0	30		0	0	0	0	0		0	Cannon Films	436242259	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4384.61687604	10865612.886	9.0	10000000.0	81.0	2478.0	501	Action Comedy	1	0	1	0	0	0	0	0	0	14		0	0	0	0	0	Steve Oedekerk	234249912	Fox	25202510990	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
938.068716544	10317.7384539	83.0	0.0	109.0	11.0	0	Music Drama	0	1	0	0	0	0	0	0	0	3	Minnie Driver	263943002	0	0	0	263943002		0	Variance Films	3251595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10248.2332632	11898483.3162	5.0	2000000.0	130.0	1161.0	874	Drama	0	1	0	0	0	0	0	0	0	5	Alex Kendrick	48796949	0	0	0	48796949	Alex Kendrick	48796949	TriStar	5737442997	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
3083.48985848	881969.470342	20.0	0.0	108.0	286.0	47	Horror Thriller	0	0	0	0	0	1	0	0	0	8	Naomi Watts,Tim Roth,Michael Pitt,Brady Corbet	629227723	319960260	1936536	0	951124521	Michael Haneke	5836961	Warner Independent	205691494	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10532.3146198	14280331.2801	3.0	0.0	115.0	1356.0	1318	Horror Thriller	0	0	0	0	0	1	0	0	0	32	Drew Barrymore	1068690136	0	0	0	1068690136	Mark L. Lester	0	Universal	4007539868	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
18940.0297247	37880.0594494	77.0	0.0	95.0	2.0	1	Foreign	0	0	0	0	1	0	0	0	0	12		0	0	0	0	0		0	Wellspring	7459817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
7009.17619443	4955191.48129	11.0	25000000.0	122.0	707.0	254	Historical Drama	0	1	0	0	0	0	0	0	0	5	James McAvoy,Robin Wright Penn,Alexis Bledel,Justin Long,Evan Rachel Wood,Norman Reedus,Kevin Kline,Tom Wilkinson,Danny Huston	748685145	438078649	103093619	1701192818	2991050232	Robert Redford	310107515	Roadside Attractions	49729355	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4194.25075359	12583.853114	79.0	0.0	94.0	3.0	0	Period Drama	0	1	0	0	0	0	0	0	0	8		0	0	0	0	0		0	Regent Releasing	4859070	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4424.24524787	4424.24524787	100.0	0.0	100.0	1.0	0	Drama	0	1	0	0	0	0	0	0	0	2		0	0	0	0	0		0	Kino Lorber	5653147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4424.65907979	5149709.89998	9.0	0.0	98.0	1164.0	190	Comedy	0	0	1	0	0	0	0	0	0	7	Rachel Dratch,Richard Dreyfuss,Nia Vardalos	0	389305212	328238556	0	717543768	Donald Petrie	19402548	Fox Searchlight	1735558775	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
5821.47017544	6928489.90011	7.0	0.0	114.0	1190.0	255	Drama	0	1	0	0	0	0	0	0	0	22		0	0	0	0	0		0	Fox	16605318270	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
8103.67840081	6774187.35505	7.0	0.0	104.0	836.0	604	Sports Drama	0	1	0	0	0	0	0	0	0	22	Stephen Baldwin,Cynthia Geary,Luke Perry	3137265	0	0	0	3137265	John G. Avildsen	35090843	New Line	1560825233	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
44368.5533725	177474.21349	36.0	0.0	91.0	4.0	8	Comedy / Drama	0	1	1	0	0	0	0	0	0	4	Rashida Jones,Andy Samberg,Emma Roberts,Elijah Wood,Chris Messina,Ari Graynor,Will McCormack	445988352	448802327	497452542	2898051309	4290294532	Lee Toland Krieger	0	Sony Classics	1092695766	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
7652.98356888	25293161.2725	2.0	40000000.0	103.0	3305.0	1300	Horror	0	0	0	0	0	1	0	0	0	5	David Arquette,Neve Campbell,Courteney Cox,Emma Roberts,Hayden Panettiere,Anthony Anderson,Alison Brie,Adam Brody,Rory Culkin,Mary McDonnell,Marley Shelton,Kristen Bell,Aimee Teegarden,Anna Paquin	454506891	574343201	852498573	455701329	2337049996	Wes Craven	814786213	Weinstein / Dimension	268935039	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
22824.5155888	60782519.3718	1.0	24000000.0	120.0	2663.0	4199	Horror	0	0	0	0	0	1	0	0	0	19	David Arquette,Neve Campbell,Courteney Cox,Sarah Michelle Gellar,Jamie Kennedy,Jerry O'Connell,Timothy Olyphant,Jada Pinkett-Smith,Liev Schreiber,Omar Epps,Luke Wilson	155664824	193158430	338101773	107190951	794115979	Wes Craven	405957325	Dimension Films	204238553	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
16142.4818583	55965904.7712	1.0	40000000.0	117.0	3467.0	3568	Horror	0	0	0	0	0	1	0	0	0	16	David Arquette,Neve Campbell,Courteney Cox,Patrick Dempsey,Parker Posey,Scott Foley,Emily Mortimer,Lance Henriksen,Jenny McCarthy,Patrick Warburton,Liev Schreiber,Jamie Kennedy,Carrie Fisher	305352210	426088027	487789159	67245820	1286475217	Wes Craven	576784741	Dimension Films	452682979	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
5567.79579882	5789694.19964	6.0	0.0	101.0	1040.0	492	Action	1	0	0	0	0	0	0	0	0	28	Chuck Norris	278320078	0	0	0	278320078		0	Cannon Films	517707424	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
8244.93151487	11015263.748	3.0	0.0	95.0	1336.0	1328	Action	1	0	0	0	0	0	0	0	0	31	Chuck Norris	106916385	0	0	0	106916385		0	Cannon Films	188386609	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
14168.742759	56676.0033668	58.0	0.0	103.0	4.0	3	Comedy	0	0	1	0	0	0	0	0	0	4	Diane Keaton,Kevin Kline,Elisabeth Moss,Richard Jenkins,Dianne Wiest,Ayelet Zurer	1328817114	1748467061	230826916	725389695	4033500787	Lawrence Kasdan	508179430	Sony Classics	1068201607	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4920.81387626	68888.091708	53.0	0.0	83.0	14.0	4	Comedy	0	0	1	0	0	0	0	0	0	8		0	0	0	0	0		0	Unknown	94652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2587.02144655	126785.729832	47.0	0.0	130.0	49.0	7	Foreign	0	0	0	0	1	0	0	0	0	4		0	0	0	0	0		0	UTV Communications	36267605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10308.3584127	20615.5032207	70.0	0.0	126.0	2.0	0	Drama	0	1	0	0	0	0	0	0	0	11		0	0	0	0	0		0	IFC	363594011	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3420.0	95751.0	40.0	11000000.0	109.0	28.0	4	Drama	0	1	0	0	0	0	0	0	0	1	Helen Mirren,Ryan Reynolds,Daniel Bruhl,Katie Holmes,Max Irons	1597257589	1369131748	20570052	656973118	3643932509		0	Weinstein Company	1799410816	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
5377.8235819	13774196.8809	2.0	67000000.0	101.0	2561.0	1564	Period Action	1	0	0	0	0	0	0	0	0	20	Bruce Willis,Christopher Walken,Leslie Mann	1749191118	883491973	106256295	0	2738939387	Walter Hill	625201070	New Line	2545783586	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
6266.07696356	10640918.1976	3.0	0.0	93.0	1698.0	855	Family Comedy	0	0	1	0	0	0	0	0	0	22		0	0	0	0	0	Rupert Wainwright	0	Buena Vista	14168543725	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1559.84930893	4680.54911378	65.0	0.0	104.0	3.0	0	Foreign	0	0	0	0	1	0	0	0	0	2		0	0	0	0	0		0	Film Movement	1133567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
22944.1414953	73213241.7119	1.0	80000000.0	85.0	3191.0	2261	Animation	0	0	0	0	0	0	0	0	1	14		0	0	0	0	0	Dean DeBlois,Chris Sanders	0	Buena Vista	27435731383	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
9328.35791481	46641.7895741	50.0	0.0	100.0	5.0	1	Foreign	0	0	0	0	1	0	0	0	0	5		0	0	0	0	0		0	Music Box Films	38229808	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10811.3243533	454075.622837	30.0	10000000.0	108.0	42.0	13	Comedy	0	0	1	0	0	0	0	0	0	13	Helen Mirren,Julie Walters	502577412	0	0	0	502577412	Nigel Cole	0	Buena Vista	31043273839	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4339.56337812	4339.56337812	93.0	0.0	92.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	8		0	0	0	0	0		0	Mile End Films	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
13058.8244922	27920158.1008	1.0	28000000.0	108.0	2138.0	1822	Comedy	0	0	1	0	0	0	0	0	0	19	Paul Giamatti	186627869	0	0	0	186627869	Betty Thomas	72436588	Paramount	18497510882	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4499.32568948	13253768.4366	6.0	0.0	80.0	2946.0	502	Family Comedy	0	0	1	0	0	0	0	0	0	10	Breckin Meyer,Jennifer Love Hewitt,Bill Murray	766821874	511755567	2439742363	0	3718319805	Tim Hill	23653054	Fox	32264612407	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
8146.17123913	448014.943571	31.0	0.0	171.0	55.0	14	Unknown	0	0	0	0	0	0	0	0	0	13		0	0	0	0	0		0	Yash Raj	1230467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3516.24027935	98462.7296689	50.0	0.0	0.0	28.0	6	Fantasy	0	0	0	0	0	0	0	0	0	9		0	0	0	0	0		0	Somerset Films	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1845.18759715	426280.384796	23.0	0.0	90.0	231.0	19	Documentary	0	0	0	1	0	0	0	0	0	2		0	0	0	0	0		0	Hannover House	965575	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1675.37434593	707163.920779	19.0	0.0	99.0	422.0	35	Romantic Comedy	0	0	1	0	0	0	0	1	0	5	Zoe Saldana,Wood Harris,Method Man	2077380938	0	2286599	0	2079667537		0	Freestyle Releasing	80110269	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4366.29713927	4366.29713927	85.0	0.0	78.0	1.0	0	Documentary	0	0	0	1	0	0	0	0	0	6		0	0	0	0	0		0	Film Movement	636066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.0	6953.77811066	18.0	0.0	99.0	1.0	0	Comedy / Drama	0	1	1	0	0	0	0	0	0	22	Albert Finney,Michael Gambon,Rufus Sewell,Jonathan Rhys Meyers	22639495	11763567	0	0	34403063		0	Sony Classics	54016886	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
4100.13647283	1639947.67385	15.0	30000000.0	115.0	400.0	104	Historical Drama	0	1	0	0	0	0	0	0	0	13	Alfred Molina	1168239442	0	0	0	1168239442		0	RS	144758	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
26056.8127048	96800040.2756	1.0	140000000.0	125.0	3715.0	3227	Action / Adventure	1	0	0	0	0	0	0	0	0	5	Chris Evans,Hugo Weaving,Stanley Tucci,Tommy Lee Jones,Dominic Cooper,Neal McDonough,Hayley Atwell,Sebastian Stan,Toby Jones,Derek Luke,Samuel L. Jackson	662906306	1237181747	1888967407	2665520216	6454575678	Joe Johnston	949857983	Paramount	38343510465	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1557.84693498	1557.84693498	100.0	0.0	95.0	1.0	0	Comedy	0	0	1	0	0	0	0	0	0	2		0	0	0	0	0		0	Tribeca Film	956452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6984.0	13968.0	66.0	0.0	100.0	2.0	0	Comedy	0	0	1	0	0	0	0	0	0	0		0	0	0	0	0		0	Indican	7334625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1658.40781775	48088.7395743	0.0	0.0	105.0	29.0	2	Foreign	0	0	0	0	1	0	0	0	0	3		0	0	0	0	0		0	AMC Theaters	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
6399.00581262	14473300.351	2.0	0.0	80.0	2262.0	1477	Animation	0	0	0	0	0	0	0	0	1	20	Susan Sarandon	763206802	0	0	0	763206802	Henry Selick	123154800	Buena Vista	17883681653	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1716.4921627	1716.4921627	115.0	0.0	106.0	1.0	0	Foreign	0	0	0	0	1	0	0	0	0	10		0	0	0	0	0		0	Palm	7874272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3433.93556539	24040.9783208	63.0	0.0	108.0	7.0	0	Romance	0	0	0	0	0	0	0	1	0	9		0	0	0	0	0		0	David &amp; Layla, LLC	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
21513.7603323	43026.3449851	65.0	0.0	90.0	2.0	3	Comedy	0	0	1	0	0	0	0	0	0	10	Maggie Smith,Rowan Atkinson,Kristin Scott Thomas,Patrick Swayze	884707526	990071348	230684587	1101044213	3206507676		0	ThinkFilm	51222469	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1216.82834821	2433.65669643	109.0	0.0	105.0	2.0	0	Unknown	0	0	0	0	0	0	0	0	0	10		0	0	0	0	0		0	Dog Lover's Symphony	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
3993.40532802	10514676.9258	4.0	35000000.0	89.0	2633.0	857	Romantic Comedy	0	0	1	0	0	0	0	1	0	3	Robert DeNiro,Susan Sarandon,Diane Keaton,Katherine Heigl,Amanda Seyfried,Robin Williams,Ben Barnes,Topher Grace	3605717157	1875526960	1329636594	782672436	7593553147	Justin Zackham	0	Lionsgate	3963339626	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1472.94160323	2945.88320646	89.0	0.0	0.0	2.0	0	Concert	0	0	0	0	0	0	0	0	0	8		0	0	0	0	0		0	Emerging Pictures	1435125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
5050.71940476	5050.71940476	105.0	0.0	90.0	1.0	0	Comedy	0	0	1	0	0	0	0	0	0	10		0	0	0	0	0		0	IFC	365450293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
12410.848715	6502788.58746	4.0	0.0	103.0	524.0	951	Music Drama	0	1	0	0	0	0	0	0	0	34		0	0	0	0	0		0	Jensen Farley	68521119	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
0.0	22256.2601694	75.0	0.0	107.0	1.0	0	Unknown	0	0	0	0	0	0	0	0	0	12		0	0	0	0	0		0	ISA Releasing	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
24180.7107349	35254368.928	2.0	0.0	103.0	1458.0	1543	Romantic Comedy	0	0	1	0	0	0	0	1	0	21	Hugh Grant,Julianne Moore,Tom Arnold,Robin Williams,Alexa Vega	151788267	568696572	347805450	1963731162	3032021452	Chris Columbus	1291731967	Fox	17053962207	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
8174.93598324	98101.4335053	45.0	0.0	99.0	12.0	3	IMAX	0	0	0	0	0	0	0	0	0	8		0	0	0	0	0		0	Warner Bros.	35639443874	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16296.0201301	2753972.33298	10.0	0.0	125.0	169.0	353	Unknown	0	0	0	0	0	0	0	0	0	31		0	0	0	0	0		0	Buena Vista	2001185256	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8401.40616071	8401.40616071	88.0	0.0	88.0	1.0	0	Foreign	0	0	0	0	1	0	0	0	0	10		0	0	0	0	0		0	New Yorker	9567350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
29540.3522632	29540.3522632	58.0	0.0	118.0	1.0	1	Foreign	0	0	0	0	1	0	0	0	0	11		0	0	0	0	0		0	Strand	7665851	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
19542.3092772	234507.711326	35.0	0.0	101.0	12.0	7	Fantasy Drama	0	1	0	0	0	0	0	0	0	13		0	0	0	0	0		0	Manhattan	5999410	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
12204.46924	12204.46924	72.0	0.0	105.0	1.0	0	Foreign	0	0	0	0	1	0	0	0	0	2		0	0	0	0	0		0	Strand	15599848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4712.7526184	15010678.5248	5.0	30000000.0	104.0	3185.0	490	Sci-Fi Thriller	0	0	0	0	0	1	1	0	0	8	David Duchovny,Gillian Anderson,Amanda Peet	605648208	157420307	712971121	0	1476039637		0	Fox	35339099076	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
19037.5703526	38075.1407053	53.0	0.0	94.0	2.0	1	Foreign	0	0	0	0	1	0	0	0	0	2	Audrey Tautou	328715753	0	0	0	328715753	Michel Gondry	180324955	Drafthouse	1582325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10930.0	797867.0	24.0	0.0	122.0	73.0	43	Drama	0	1	0	0	0	0	0	0	0	0		0	0	0	0	0		0	FIP	9296256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2641.53804239	182284.906249	34.0	0.0	166.0	69.0	4	Foreign	0	0	0	0	1	0	0	0	0	7		0	0	0	0	0		0	Eros	51792622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
3073.58217953	5037504.31717	9.0	20000000.0	83.0	1639.0	313	Comedy	0	0	1	0	0	0	0	0	0	8	Kelsey Grammer,Leslie Nielsen,Dennis Hopper,James Woods,Jon Voight,Zachary Levi	815716508	959054520	114841050	393756550	2283368631	David Zucker	779007396	Vivendi Entertainment	505474	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
4614.0	12300316.0	5.0	3300000.0	83.0	2666.0	894	Horror	0	0	0	0	0	1	0	0	0	1	Olivia Wilde,Mark Duplass,Evan Peters,Donald Glover	589216218	102117259	0	0	691333478	David Gelb	2635002	Relativity	936091200	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
12310.8061854	24621.6123707	78.0	0.0	88.0	2.0	1	Documentary	0	0	0	1	0	0	0	0	0	11		0	0	0	0	0		0	Cinema Libre	1214486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2739.10583205	43822.0524987	62.0	0.0	90.0	16.0	3	Comedy	0	0	1	0	0	0	0	0	0	11	Sean 'P. Diddy' Combs,Rashida Jones,Chloe Sevigny	48965520	25971075	60609396	0	135545992		0	TLA Releasing	2104313	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1831.72920652	1831.72920652	130.0	0.0	0.0	1.0	0	Unknown	0	0	0	0	0	0	0	0	0	13		0	0	0	0	0		0	Strand	5218207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
15251.7855202	22923355.3696	2.0	0.0	115.0	1503.0	1495	Crime Drama	0	1	0	0	0	0	0	0	0	19	Al Pacino,Johnny Depp,Paul Giamatti	922617422	586328328	124737987	0	1633683738	Mike Newell	115321464	Sony / Columbia	2646263499	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
6288.39433574	17958461.8917	2.0	10000000.0	86.0	2856.0	1380	Thriller	0	0	0	0	0	1	0	0	0	14	Erika Christensen	186967035	0	0	0	186967035		0	Fox	26344131334	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
2242.80345516	2242.80345516	103.0	0.0	83.0	1.0	0	Drama	0	1	0	0	0	0	0	0	0	9		0	0	0	0	0		0	Kino	14308056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
10470.4213187	11527647.3678	2.0	0.0	120.0	1101.0	1148	Thriller	0	0	0	0	0	1	0	0	0	28	Harrison Ford	4695014045	0	0	0	4695014045	Roman Polanski	0	Warner Bros.	7283335083	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
12281.6796723	12281.6796723	75.0	0.0	86.0	1.0	0	Foreign	0	0	0	0	1	0	0	0	0	11		0	0	0	0	0		0	Rialto	4535268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
2409.06638433	5549250.53881	12.0	0.0	108.0	2304.0	359	Crime Comedy	0	0	1	0	0	0	0	0	0	12	Owen Wilson,Morgan Freeman,Gary Sinise,Charlie Sheen	1278018318	2355886182	1020999082	1642678154	6297581737		0	Warner Bros.	27234930535	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
6668.83285246	26673.2240207	68.0	0.0	105.0	4.0	1	Drama	0	1	0	0	0	0	0	0	0	5	Hugo Weaving,Emily Watson	1423321638	269258946	0	0	1692580584		0	Cohen Media Group	702347	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10856.9077419	18206275.4465	1.0	0.0	90.0	1677.0	2032	Comedy	0	0	1	0	0	0	0	0	0	27	Richard Pryor,Gene Wilder,Kevin Spacey	102899013	99234662	182527323	0	384660998		0	TriStar	2276991834	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
3648.49719905	76612.3366115	45.0	0.0	101.0	21.0	4	Thriller	0	0	0	0	0	1	0	0	0	3		0	0	0	0	0		0	Purdie Distribution	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
8393.7983053	18358719.5421	2.0	16500000.0	100.0	2187.0	1705	Comedy	0	0	1	0	0	0	0	0	0	19	Carrie Fisher,Mike Myers,Seth Green,Will Ferrell,Tom Arnold	4068500151	303650309	249842919	0	4621993379	Jay Roach	0	New Line	2885672308	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
7619.57925099	1569523.9875	14.0	0.0	90.0	206.0	81	Foreign	0	0	0	0	1	0	0	0	0	10		0	0	0	0	0		0	Lionsgate	93120479	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
342.87327275	685.7465455	112.0	0.0	99.0	2.0	0	Thriller	0	0	0	0	0	1	0	0	0	3	James McAvoy,Mark Strong,Andrea Riseborough	964069772	986689233	0	0	1950759005	Eran Creevy	0	IFC	445786590	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
3812.25468758	19063.4751443	70.0	0.0	90.0	5.0	0	Documentary	0	0	0	1	0	0	0	0	0	8	Edward Norton	956845659	0	0	0	956845659		0	Screen Media	121275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
4185.72264721	4185.72264721	98.0	0.0	90.0	1.0	0	Concert	0	0	0	0	0	0	0	0	0	11		0	0	0	0	0		0	7th Art	801265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
