gross2
2671.77075563
1388266.17555
7942191.96246
50804.9367695
36464.2308605
5678468.0
154209.826385
16240.2539411
428587.119589
33771618.4022
1262.00561391
15724.7728487
124735.716832
65267.8509673
2305437.59902
30292.1779492
51887.0199308
2665.0
68071.9652821
26097.4530486
6843.0
11243071.9359
9045464.742
17542.4954562
14617.2240129
57656.6335118
2034.72436997
7517.77629777
491.0
5553859.22575
33543.4228822
3204.28514842
2551.0827448
9161660.96147
7825.0395867
18686.2192772
7610291.2637
5347982.92831
88514.5629762
111103.0
3364688.6018
7851.69839701
6004126.50626
1025.10466737
19028416.5147
3227347.07731
6000623.58869
22513.6491971
61648.0
33898.4067793
528.95466771
9125089.52338
2535.26495683
39201.6523057
5940119.81886
2519.8530118
5944277.13558
17343043.9369
113756.566777
511.896745517
23065743.4412
121066.0
4461418.46197
12034712.1149
2346017.20313
31918166.0352
61418259.5597
13348.9520163
48789.4341957
957760.491117
92076.0451856
217934.279529
28758.6387997
7966068.72758
12575850.5568
9485.83254348
129411175.577
6603090.04712
793563.0
1180943.42342
8427.29075171
3351.97399635
3153.3566087
12916719.9736
4952.0
385515.909985
10169083.4862
7953.42933901
6573.88370776
40658929.331
671.203432931
45859.9482126
33475340.0484
128899280.993
61295.1925466
13729395.6231
8760728.7698
618489.061073
9077696.96965
3327218.67486
24208.0224111
4073469.36184
3252217.22548
33124904.6656
984984.0
63977.0
266192.440994
57453.14789
3535.80680783
3975.09162206
1653146.54782
325767.940433
14775141.2714
12283050.8515
6395.641615
30629.847083
6327261.04628
43646659.8756
8239.75986765
14707.0
82484.9316569
17465.1885571
2826534.77828
10465222.3739
56314.9230017
514298.436579
21747331.9767
58868.7061405
235408.653451
32085369.3503
8352903.6577
159100.811066
30160.8835218
6055.91149068
8530855.48116
6514.11968027
67473.7928162
15336.1821016
6841767.35233
84564300.9891
17606.9771429
939.086144653
234555.492209
65670.1703727
21702.1380838
26411402.5173
201.0
51297894.9912
495374.313055
312571.870335
68644.2925239
3586260.26417
52524.6601786
18421686.6626
7354739.53924
58198.9380656
8223.87140545
4225961.50146
10063.1624346
15613.4517615
469950.220148
126608.932192
1317981.10111
20369212.5266
8766.09416032
15857516.5885
660189.700422
1146.41967822
15394.1851403
2446.62443269
651629.09906
2569985.1612
8279644.13819
9920.95843607
2021233.00827
68553.8753472
2617.74715205
51981.6278048
21857446.0
181203.829637
66589.738171
1326.0
148.91279763
1084443.80921
13051.0
23283.0063748
9448513.40714
9415831.80736
6238368.66078
1345683.22356
6477872.12417
303805.856061
1412094.32278
18385.9585998
5728164.68077
67878388.6307
89147.6907357
7222665.32243
8293.77459293
96346.6692259
25365.4046142
9163768.0
3134.4378563
13893.1103862
8933.34427547
5895007.43813
23480.838153
9377.02178526
175215.234533
1622.0
69991.6152795
184688.821684
3591301.21686
7671.40794224
9536169.77349
10007631.2798
4471549.33012
3668.04291626
8729.70896053
97512.7203721
6470382.5693
432.0
379319.424514
1253408.3848
11578.6728834
15173769.2703
47356595.3363
127096.681882
6745006.46505
45132.3530439
9491740.18885
9210789.14123
15771338.0862
8281819.45092
497.312455357
14784106.0112
128966.875125
25921795.6794
6300687.99857
16168874.4385
1337916.452
94504.7944677
8330247.14129
13194943.5156
24453274.6404
12077.4963946
54719650.5975
4064.49956418
7555.0
8195097.70374
372850.53363
477259.195312
720583.771648
2683646.08363
8835.18241842
5648678.26051
5628015.61315
6974231.04137
5741788.15207
2652890.33879
14498049.302
32824.2782283
745.314909666
34609874.7955
5470.71094236
1561.30246032
3526720.74084
12239.3968371
35353.4806037
12997936.1398
5380201.58565
9177.35467262
111590.343986
9239.30072393
12056.9517391
26406.8249002
119635454.655
10959590.9829
645109.150062
2412096.98236
626.743047107
987.0
9861624.45067
16618921.9486
113270.035336
1674.77450077
125950.217886
73470.3316165
8269.30666971
13204.3758606
6229341.9508
6701278.82822
524138.265106
9231897.801
3182.15756272
10463177.8379
7730706.08264
96269.0804179
174945.248264
872354.694913
6245674.38677
3936.93368152
2493.71629528
109290.056914
295070.659215
24264122.8947
111464.057456
14472228.2809
3275843.09792
8912678.59516
210259.480415
20561.3179144
44607051.0999
15922165.5366
8605600.73475
665661.0
3911542.34036
10134954.1365
17892.336792
1255.31447686
11465.1984628
3043.95575437
553.480891323
25591031.3184
938753.0
37360.4734335
11760408.4477
110661.067849
17999.1375101
15517851.0
13924807.9172
9840.5268993
206736.128799
18166477.1687
6398.60537782
73423610.0
27651285.508
5874016.56117
697996.778131
9579825.27727
4223.04099206
31616.0067826
4037780.65932
35169.159522
107197.378929
4850187.4115
30854879.3366
14657.1665447
742.0
94982.4518839
13393.3415873
1229.05315573
25516118.7622
44240.8264658
30489.0800987
6702790.94672
1670630.0
144386.09377
5986545.99116
57779.0
5883003.05764
7164453.0
8010704.38885
684382.0
38849.7183236
14142642.1045
213.302752779
9024088.0
72807943.5549
29658224.871
91275938.8478
55481699.7066
209366.86977
8848129.41269
176019.0
27475026.0976
10547.5047944
15377.6183676
18958.7837283
99774.7673709
10852870.7895
27664.1193804
44339.5790575
1324.32641905
4172.37299539
68133.442578
4659345.88093
647.825017427
8648143.24248
22174890.7164
7358.4552558
18944959.1273
14782308.1858
49023.6759067
3257.89492722
27560277.3253
144914.11567
197370.133417
15372609.2885
20992473.9026
263616.04014
27668.0
46150123.7649
5128.85509772
21735944.4909
10010.8530378
1142120.96603
35424.9987792
66228.8997882
41095.8791419
14363964.0
7744.14464796
31041938.9624
9026001.52958
180245.999642
30240.0567337
16011459.899
13727.0828827
1184400.52694
2995.55143282
13336423.0585
146596.16142
477476.335448
21931905.1048
9500373.99097
1202.5633205
11226064.075
181978.209013
2569923.8207
60525055.9253
12822.3885609
17499129.3566
159415.680248
10620149.8975
3422.55264906
8760.93545635
30607802.7392
21964690.6361
13979437.8866
92436.63
298543.514061
550.0
19734.6453616
114311.85491
22038137.0959
86705.3640276
727903.961477
19946943.8361
3133887.66001
1144104.63287
136437.555993
18715800.5465
6162.57630409
6524677.85143
51725.1980754
1586.65198561
1469834.28688
91976274.2383
1801.8176928
87783.2445414
135597.0
1816.83756485
9855.93884433
28049.1585598
115677.848441
29536074.1996
256241.96826
130467.243201
233453.589307
12678590.2994
24076779.0333
141003.998019
726236.643713
189738.345789
174315.663241
39916.7543261
6609466.15523
959.781024141
1621272.32335
15934331.7125
41033.64822
4007.64932155
66471.4113764
5745599.12199
12526.0
5960.06606938
8293417.18399
440.0
3625.29804086
13585847.2073
200177.15881
53054.0
6375.04097481
779645.363349
8206.33399367
4734.24964546
18206.8760115
6633679.22449
5192.38273196
9737273.71767
12849.6087718
28830862.1269
11155757.6744
1787760.51339
