actors	assoc_producers	average_per_theatre	cinematographers	composers	directors	distributor	domestic	exec_producers	foreign	genre	gross	gross2	gross_to_date	line_producers	mpaa_rating	producers	production_budget	rank	release_date	runtime	theaters	theatre_change	title	week	week_number	week_over_week_change	worldwide	writers
Clint Eastwood,Genevieve Bujold,Dan Hedaya,Alison Eastwood		8932.0				Warner Bros.	48143579.0			Action Thriller	13710425.0	9936957.0	13710425.0		R	Clint Eastwood		1.0	1984-08-17	115.0	1535.0		Tightrope (1984)	1984-08-17	1.0			
Liam Neeson,Ben Kingsley,Ralph Fiennes		11145.0		John Williams	Steven Spielberg	Universal	96065768.0		225240537.0	War Drama	278627.0	1229734.0	278627.0		R	Kathleen Kennedy,Gerald R. Molen,Steven Spielberg	22000000.0	14.0	1993-12-15	194.0	25.0		Schindler's List (1993)	1993-12-10	0.0		321306305.0	Steven Zaillian
Tyler Perry,Eugene Levy,Denise Richards,Tom Arnold		16495.0		Aaron Zigman	Tyler Perry	Lionsgate	65653242.0		1246000.0	Comedy	35645955.0	14381739.0	35645955.0		PG-13	Ozzie Areu,Paul Hall,Tyler Perry	20000000.0	5.0	2012-06-29	114.0	2161.0		Tyler Perry's Madea's Witness Protection (2012)	2012-06-29	1.0		66899242.0	Tyler Perry
Adam Sandler,Rob Schneider		9341.0		Teddy Castellucci	Luke Greenfield	Sony (Revolution)	57743062.0		27029680.0	Comedy	26043463.0	13624159.0	26043463.0		PG-13	Todd Garner,Jack Giarraputo,Adam Sandler	47000000.0	3.0	2001-06-01	83.0	2788.0		The Animal (2001)	2001-06-01	1.0		84772742.0	Tom Brady
Richard Pryor		5344.0			Richard Pryor	Columbia	18034150.0			Drama	6428552.0	4217205.0	6428552.0		R			1.0	1986-05-02	98.0	1203.0		Jo Jo Dancer, Your Life is Calling (1986)	1986-05-02	1.0			
		8044.0				Tribeca Film	41113.0			Drama	8044.0	13150.0	8044.0		Unrated			78.0	2012-11-09	90.0	1.0		The Comedy (2012)	2012-11-09	1.0			
		2268.0				Eleven Arts	34510.0			Animation	29485.0	4275.0	29485.0		Unrated			52.0	2014-12-13	104.0	13.0		Expelled from Paradise (2014)	2014-12-12	1.0			
		11040.0				TLA Releasing	24137.0			Unknown	11040.0	5583.0	11040.0		Unrated			96.0	2003-09-12	90.0	1.0		Luster (2003)	2003-09-12	1.0			
Mark Wahlberg,Joaquin Phoenix,Charlize Theron		10418.0	Harris Savides	Howard Shore	James Gray	Miramax	889352.0			Crime Drama	83346.0	421277.0	83346.0		R	Nick Wechsler	24000000.0	51.0	2000-10-20	115.0	8.0		The Yards (2000)	2000-10-20	1.0		889352.0	James Gray,Matt Reeves
Will Smith		28637.0	Andrew Lesnie	James Newton Howard	Francis Lawrence	Warner Bros.	256393010.0		328956000.0	Sci-Fi Horror	103265293.0	63809944.0	103265293.0		PG-13	Dana Goldberg,Akiva Goldsman,David Heyman,James Lassiter,Neal H. Moritz,Erwin Stoff,Michael Tadross	150000000.0	1.0	2007-12-14	100.0	3606.0		I Am Legend (2007)	2007-12-14	1.0		585349010.0	Akiva Goldsman,Mark Protosevich
Ice Cube,Cedric the Entertainer,Regina Hall,Anthony Anderson,Common,Nicki Minaj		9471.0			Malcolm D. Lee	Warner Bros.	53918020.0		1000000.0	Comedy	25201492.0	13379148.0	25201492.0		PG-13			2.0	2016-04-15	112.0	2661.0		Barbershop: The Next Cut (2016)	2016-04-15	1.0		54918020.0	
Ice Cube,Cedric the Entertainer,Michael Ealy,Queen Latifah		10503.0			Kevin Rodney Sullivan	MGM	65111277.0		860036.0	Comedy	28473625.0	18462807.0	28473625.0		PG-13	Matt Alvarez,Mark Brown,Ice Cube,George Tillman, Jr.	30000000.0	1.0	2004-02-06	106.0	2711.0		Barbershop 2: Back in Business (2004)	2004-02-06	1.0		65971313.0	Don D. Scott,Mark Brown
Rutger Hauer,Jennifer Jason Leigh		3066.0		Mark Isham		TriStar	5844868.0			Unknown	2434214.0	1480663.0	2434214.0		R			8.0	1986-02-21	98.0	794.0		The Hitcher (1986)	1986-02-21	1.0		5844868.0	
		18966.0				The Film Desk	50039.0			Foreign	18966.0	177.0	18966.0		Unrated			67.0	2009-06-12	104.0	1.0		Le combat dans l'île (1962) (2009)	2009-06-12	1.0			
Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder,Barbara Hershey,Sebastian Stan		126621.0		Clint Mansell	Darren Aronofsky	Fox Searchlight	106954678.0		222443368.0	Drama / Thriller	2279174.0	5129100.0	2279174.0		R	Jon Avnet ,Brad Fischer,Ari Handel	13000000.0	12.0	2010-12-03	103.0	18.0		Black Swan (2010)	2010-12-03	1.0		329398046.0	Mark Heyman,John J. McLaughlin
Lisa Kudrow,Steve Coogan,Maggie Gyllenhaal		6859.0	J. Clark Mathis		Don Roos	Lions Gate	1315701.0		357587.0	Comedy	356659.0	282057.0	356659.0		R			25.0	2005-07-15	128.0	52.0		Happy Endings (2005)	2005-07-15	1.0		1673288.0	Don Roos
Ryan Gosling,Rachel McAdams,James Garner,Gena Rowlands,Joan Allen,James Marsden		9254.0		Aaron Zigman	Nick Cassavetes	New Line	81001787.0		34601442.0	Romance	21311553.0	15234045.0	21311553.0		PG-13	Mark Johnson	29000000.0	5.0	2004-06-25	124.0	2303.0		The Notebook (2004)	2004-06-25	1.0		115603229.0	Jeremy Leven
Jeff Bridges,Kathy Bates		9861.0	Andrzej Bartkowiak			Fox	25147055.0			Thriller	9417607.0	4428433.0	9417607.0		R			6.0	1986-12-26	103.0	955.0		The Morning After (1986)	1986-12-26	1.0			
Keanu Reeves,Uma Thurman		1854.0			Gus Van Sant	Fine Line	1708873.0			Comedy	987957.0	474243.0	987957.0		R	Gus Van Sant		11.0	1994-05-20	96.0	533.0		Even Cowgirls Get the Blues (1994)	1994-05-20	1.0			Gus Van Sant
Diane Lane,Thomas Jane,Joseph Gordon-Levitt,Mickey Rourke,Rosario Dawson,Johnny Knoxville,Lois Smith		3066.0		Klaus Badelt	John Madden	Weinstein Company	18643.0		2942350.0	Crime Thriller	15332.0	3311.0	15332.0		R	Lawrence Bender		59.0	2009-01-23	84.0	5.0		Killshot (2009)	2009-01-23	1.0		2960993.0	Hossein Amini
Freddie Highmore,Nicolas Cage,Kristen Bell		2606.0		John Ottman	David Bowers	Summit Entertainment	19551067.0		20335919.0	Animation	7855767.0	4628934.0	7855767.0		PG		65000000.0	7.0	2009-10-23	94.0	3014.0		Astro Boy (2009)	2009-10-23	1.0		39886986.0	David Bowers
Christopher Walken,Taron Egerton,Hugh Jackman		3801.0			Dexter Fletcher	Fox	15789389.0		30363411.0	Drama	7761132.0	4156672.0	7761132.0		PG-13	Adam Bohling,Valerie Van Galder,Rupert Maconick,David Reid,Matthew Vaughn	23000000.0	6.0	2016-02-26	105.0	2042.0		Eddie the Eagle (2016)	2016-02-26	1.0		46152800.0	Sean Macaulay,Simon Kelton
		3878.0				Fox Searchlight	564489.0			Foreign	391656.0	117698.0	391656.0		R			24.0	2011-04-22	130.0	101.0		Dum Maaro Dum (2011)	2011-04-22	1.0		564489.0	
Danny DeVito,Arnold Schwarzenegger		10285.0	Andrzej Bartkowiak	Randy Edelman	Ivan Reitman	Universal	111938388.0		104676000.0	Comedy	14357860.0	12176400.0	14357860.0		PG	Joe Medjuck,Ivan Reitman	15000000.0	1.0	1988-12-09	105.0	1396.0		Twins (1988)	1988-12-09	1.0		216614388.0	
		3650.0				First Run	35701.0			Unknown	3650.0	20417.0	3650.0		Unrated			117.0	2002-09-11	110.0	1.0		The Pinochet Case (2002)	2002-09-06	0.0			
		1167.0				Monterey Media, Inc.	224546.0		259941.0	Documentary	8170.0	12518.0	132835.0		Unrated			82.0	2007-04-27	89.0	7.0		10 Questions for the Dalai Lama (2007)	2007-08-17	17.0		484487.0	
		3351.0				Excel	852206.0			Drama / Thriller	170883.0	142078.0	170883.0		PG-13			37.0	2001-04-06	120.0	51.0		Brigham City (2001)	2001-04-06	1.0			
Chad Allen,Judith Light		10927.0				First Run	83397.0			Drama	10927.0	6113.0	10927.0		Unrated			89.0	2008-09-05	93.0	1.0		Save Me (2008)	2008-09-05	1.0			
		887.0				Drafthouse	22080.0		3601250.0	Foreign	10642.0	3388.0	10642.0		Unrated			81.0	2013-05-17	104.0	12.0		Pieta (2013)	2013-05-17	1.0		3623330.0	
		1172.0		Dario Marianelli		Strand	14443.0		126223.0	Drama	4689.0	1089.0	4689.0		PG			89.0	2006-11-22	86.0	4.0		Opal Dream (2006)	2006-11-24	1.0		140666.0	
Wesley Snipes		4072.0		Hans Zimmer		Paramount	28735315.0			Action	8224956.0	6151709.0	8224956.0		R		45000000.0	3.0	1994-12-09	101.0	2020.0		Drop Zone (1994)	1994-12-09	1.0			
John Travolta,Uma Thurman,Vince Vaughn,Cedric the Entertainer,Dwayne Johnson,Danny DeVito,Andre Benjamin		8746.0		John Powell	F. Gary Gray	MGM	56046979.0		39179137.0	Crime Comedy	28125586.0	13277450.0	28125586.0		PG-13	Michael Shamberg,Stacey Sher	53000000.0	2.0	2005-03-04	104.0	3216.0		Be Cool (2005)	2005-03-04	1.0		95226116.0	
Christopher Reeve,Mark Hamill,Thomas Dekker		2166.0			John Carpenter	Universal	9418365.0			Horror	4093465.0	2522480.0	4093465.0		R			5.0	1995-04-28	99.0	1890.0		Village of the Damned (1995)	1995-04-28	1.0			
Michael Keaton,Danny DeVito		4067.0			Amy Heckerling	Fox	17124395.0			Crime Comedy	4416403.0	5134562.0	4416403.0		PG-13			10.0	1984-12-21	90.0	1086.0		Johnny Dangerously (1984)	1984-12-21	1.0			
Stephen Dorff,Elle Fanning,Michelle Monaghan		7702.0			Sofia Coppola	Focus Features	1785645.0		12151264.0	Comedy / Drama	53911.0	240509.0	53911.0		R	Roman Coppola	7000000.0	48.0	2010-12-22	98.0	7.0		Somewhere (2010)	2010-12-17	0.0		13936909.0	Sofia Coppola
		2871.0				Eleven Arts	107797.0		116042.0	Animation	2871.0	10211.0	2871.0		PG-13			85.0	2009-07-03	98.0	1.0		Evangelion 1.0 You Are (Not) Alone (2009)	2009-07-03	1.0		223839.0	
		1832.0				FIP	450692.0			Drama	399421.0	51271.0	399418.0		Unrated			20.0	2015-05-15	149.0	218.0		Bombay Velvet (2015)	2015-05-15	1.0		450692.0	
Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,Samuel L. Jackson,Don Johnson,Dennis Christopher,Walton Goggins,James Remar,Jonah Hill		11070.0			Quentin Tarantino	Weinstein Company	162805434.0		262562804.0	Western	33320265.0	52949112.0	33320265.0		R	Michael Shamberg,Stacey Sher	100000000.0	3.0	2012-12-25	165.0	3010.0		Django Unchained (2012)	2012-12-21	0.0		425368238.0	Quentin Tarantino
		1620.0				Menemsha	9470.0			Foreign	1620.0	7850.0	1620.0		Unrated			119.0	2003-11-26	105.0	1.0		El Bonaerense (2003)	2003-11-21	0.0		9470.0	
John Travolta,Jamie Lee Curtis		4540.0				Columbia	12918858.0			Drama	6102042.0	3641152.0	6102042.0		R			5.0	1985-06-07	121.0	1344.0		Perfect (1985)	1985-06-07	1.0			
		22616.0				Cinema Libre	213008.0			Comedy	22616.0	20022.0	22616.0		Unrated		944149.0	80.0	2004-04-02	87.0	1.0		The Delicate Art of Parking (2004)	2004-04-02	1.0			
		14432.0				First Run	292470.0			Documentary	14432.0	11811.0	14432.0		Unrated			84.0	2002-11-22	74.0	1.0		Power and Terror: Noam Chomsky in Our Times (2002)	2002-11-22	1.0			
Ben Stiller,Geoffrey Rush,William H. Macy,Janeane Garofalo,Hank Azaria,Greg Kinnear		6840.0		Stephen Warbeck		Universal	29762011.0		3699000.0	Fantasy Comedy	14610265.0	7132865.0	14610265.0		PG	Lawrence Gordon,Lloyd Levin	68000000.0	6.0	1999-08-06	122.0	2136.0		Mystery Men (1999)	1999-08-06	1.0		33461011.0	
Matthew Goode,Ben Whishaw,Hayley Atwell,Emma Thompson,Michael Gambon,Greta Scacchi,Felicity Jones		16196.0				Miramax	6432256.0		7018930.0	Period Drama	534463.0	1749834.0	534463.0		PG-13			21.0	2008-07-25	133.0	33.0		Brideshead Revisited (2008)	2008-07-25	1.0		13451186.0	Jeremy Brock,Andrew Davies
		1072.0				Jampa	26677.0			Comedy / Drama	21436.0	3611.0	21436.0		Unrated			68.0	2016-03-18		20.0		Papa (Luo shan ji dao dan ji hua) (2016)	2016-03-18	1.0		26677.0	
Keegan-Michael Key,Bernie Mac,Angela Bassett,Tom Arnold		3773.0	Shane Hurlbut	John Powell	Charles Stone III	Buena Vista	21811187.0		28190.0	Sports Comedy	10324021.0	6250857.0	10324021.0		PG-13	Gary Barber,Roger Birnbaum,Jonathan Glickman,Frank Marshall		3.0	2004-09-17	104.0	2736.0		Mr. 3000 (2004)	2004-09-17	1.0		21839377.0	
		18906.0				Well Go USA	685839.0		82833860.0	Foreign / Action	207971.0	219076.0	207971.0		Unrated			25.0	2012-10-12	135.0	11.0		The Thieves (2012)	2012-10-12	1.0		83519699.0	
Zoe Saldana		8298.0	Shane Hurlbut	John Powell	Charles Stone III	Fox	56399184.0		1189301.0	Music Drama	15234496.0	13276691.0	15234496.0		PG-13		20000000.0	4.0	2002-12-13	118.0	1836.0		Drumline (2002)	2002-12-13	1.0		57588485.0	Tina Gordon Chism
		8390.0				IFC	61067.0			Foreign	8390.0	5302.0	8390.0		Unrated			79.0	2014-04-25	93.0	1.0		Young and Beautiful (2014)	2014-04-25	1.0		61067.0	
Paul Bettany		9036.0	Peter Sova			IFC	30915.0			Unknown	9036.0	16653.0	9036.0		R			80.0	2002-06-14	103.0	1.0		Gangster No. 1 (2002)	2002-06-14	1.0			
Helen Mirren		8618.0			Peter Hyams	MGM	40400657.0			Sci-Fi Adventure	9704126.0	5603547.0	9704126.0		PG			2.0	1984-12-07	116.0	1126.0		2010 (1984)	1984-12-07	1.0			
Asia Argento,Anne Parillaud		27352.0			Catherine Breillat	IFC	785671.0		1045906.0	Foreign	54703.0	161356.0	54703.0		Unrated		6000000.0	47.0	2008-06-27	109.0	2.0		The Last Mistress (2008)	2008-06-27	1.0		1831577.0	
Chiwetel Ejiofor,John Cusack,Woody Harrelson,Thandie Newton,Amanda Peet,Danny Glover		24007.0		Harald Kloser,Thomas Wander	Roland Emmerich	Sony / Columbia	166112167.0		603567306.0	Action Drama	81721057.0	39078641.0	81721057.0		PG-13	Larry J. Franco,Mark Gordon,Harald Kloser	200000000.0	1.0	2009-11-13	158.0	3404.0		2012 (2009)	2009-11-13	1.0		769679473.0	
James Marsden,Kate Bosworth,Alexander Skarsgård,Dominic Purcell,Laz Alonso,James Woods		2817.0			Rod Lurie	Sony / Screen Gems	10324441.0			Thriller	6783854.0	2857368.0	6783854.0		R		25000000.0	5.0	2011-09-16	105.0	2408.0		Straw Dogs (2011) (2011)	2011-09-16	1.0		10324441.0	Rod Lurie
		3533.0				First Run	19365.0			Documentary	3533.0	9697.0	3533.0		Unrated			80.0	2014-01-31	86.0	1.0		Peter Brook: The Tightrope (2014)	2014-01-24	0.0			
		5337.0				Arthouse Films	52467.0			Documentary	5337.0	18074.0	5230.0		Unrated			95.0	2009-10-09	83.0	1.0		Visual Acoustics (2009)	2009-10-09	1.0			
		7057.0				Monterey Media, Inc.	40294.0		121325.0	Romantic Thriller	7057.0	9605.0	7057.0		R			75.0	2011-06-10	121.0	1.0		Road to Nowhere (2011)	2011-06-10	1.0		161619.0	
		13858.0				Vitagraph	325680.0		2679029.0	Foreign / Horror	41574.0	29337.0	41576.0		R			61.0	2004-07-23	90.0	3.0		Ju-On: The Grudge (2004)	2004-07-23	1.0		3004709.0	
Christina Applegate,Kelsey Grammer		1933.0		John Powell		Buena Vista	4781539.0		11395193.0	Fantasy Comedy	3072759.0	1307097.0	3072759.0		PG-13		35000000.0	12.0	2001-04-06	88.0	1590.0		Just Visiting (2001)	2001-04-06	1.0		16176732.0	John Hughes
Adam Sandler,Kathy Bates,Fairuza Balk,Rob Schneider		20523.0			Frank Coraci	Buena Vista	161491646.0		24500000.0	Sports Comedy	54672598.0	29850544.0	54672598.0		PG-13	Jack Giarraputo,Adam Sandler,Robert Simonds	23000000.0	1.0	1998-11-06	90.0	2664.0		The Waterboy (1998)	1998-11-06	1.0		185991646.0	Tim Herlihy,Adam Sandler
		847.0				IFC	1978.0			Drama	847.0	1131.0	847.0		R			87.0	2010-01-29	110.0	1.0		Falling Awake (2010)	2010-01-29	1.0			
		9096.0				Arthouse Films	256242.0			Documentary	9096.0	33600.0	9065.0		Unrated			68.0	2010-07-21	88.0	1.0		Jean-Michel Basquiat: The Radiant Child (2010)	2010-07-16	0.0			
		750.0				Tartan	80301.0		136621.0	Foreign	1500.0	8950.0	1500.0		R			119.0	2006-04-26	150.0	2.0		The Death of Mr. Lazarescu (2006)	2006-04-21	0.0		216922.0	
		7700.0				People Pictures	19137.0			Comedy	7700.0	4499.0	7700.0		Unrated			79.0	2010-08-13	89.0	1.0		The People I've Slept With (2010)	2010-08-13	1.0			
Nick Nolte,Amy Smart		11058.0			Victor Salva	Lionsgate	3960414.0		366513.0	Drama	110584.0	77286.0	110584.0		PG-13			38.0	2006-06-02	120.0	10.0		Peaceful Warrior (2006)	2006-06-02	1.0		4326927.0	
		1764.0				Flicker Alley	52986.0			Documentary	5291.0	3395.0	5291.0		Unrated			86.0	2012-02-10		3.0		A Trip to the Moon/The Extraordinary Voyage (2012)	2012-02-10	1.0			
Sam Shepard		1669.0				Music Box Films	10278.0			Documentary	1669.0	2541.0	1669.0		Unrated			109.0	2013-09-25	92.0	1.0		Shepard and Dark (2013)	2013-09-20	0.0			
		117.0				Strand	2436.0			Fantasy Comedy	117.0	120.0	117.0		Unrated			118.0	2012-10-26	106.0	1.0		The Ghastly Love of Johnny X (2012)	2012-10-26	1.0			
Daniel Radcliffe,Teresa Palmer		5245.0				Warner Independent	50715.0		1124864.0	Drama	20980.0	15798.0	20980.0		PG-13			82.0	2007-09-14	105.0	4.0		December Boys (2007)	2007-09-14	1.0		1175579.0	
Bjork		9376.0				IFC	234743.0		16266.0	Fantasy	9376.0	32000.0	9376.0		Unrated			92.0	2006-03-29	135.0	1.0		Drawing Restraint 9 (2006)	2006-03-24	0.0		251009.0	
Sandra Bullock,Ryan Gosling		4506.0		Clint Mansell	Barbet Schroeder	Warner Bros.	31945749.0		24768398.0	Thriller	12000376.0	8268857.0	12000376.0		R		50000000.0	3.0	2002-04-19	120.0	2663.0		Murder by Numbers (2002)	2002-04-19	1.0		56714147.0	
		1655.0				Freestyle Releasing	92476.0			Foreign / Horror	82747.0	9729.0	82747.0		R			44.0	2012-05-11	110.0	50.0		The Road (2012) (2012)	2012-05-11	1.0			
Dennis Quaid		3937.0		James Newton Howard	Taylor Hackford	Warner Bros.	12638294.0			Sports Drama	4417286.0	3248812.0	4417286.0		R	Taylor Hackford,Laura Ziskin		3.0	1988-11-04	127.0	1122.0		Everybody's All-American (1988)	1988-11-04	1.0			
Mads Mikkelsen		13917.0				IFC	1534584.0		10098139.0	Foreign	69586.0	71265.0	69586.0		R			47.0	2007-03-30	120.0	5.0		After the Wedding (2007)	2007-03-30	1.0		11632723.0	
		3877.0				Buena Vista	71215869.0			Animation	5606497.0	5405603.0	5606497.0		G			3.0	1989-03-17	76.0	1446.0		The Rescuers (Re-issue) (1989) (1989)	1989-03-17	1.0			
		1899.0				Gathr Films	242212.0			Documentary	151942.0	44161.0	151942.0		Unrated			34.0	2016-05-24	79.0	80.0		Minimalism: A Documentary About the Important Things (2016)	2016-05-20	0.0			
		8354.0				Magnolia	24629.0			Foreign	8354.0	2929.0	8354.0		R			87.0	2004-08-06	71.0	1.0		Bang Rajan (2004)	2004-08-06	1.0		24629.0	
Anne Hathaway,Glenn Close,Anthony Anderson 		7613.0				Weinstein Company	51386611.0		58626556.0	Animation	18226500.0	12061211.0	18226500.0		PG			2.0	2005-12-16	95.0	2394.0		Hoodwinked (2005)	2006-01-13	1.0		110013167.0	
		2564.0			Brian De Palma	Columbia	8801940.0			Unknown	3661286.0	3040746.0	3661286.0		R			3.0	1984-10-26	109.0	1428.0		Body Double (1984)	1984-10-26	1.0			
Mel Gibson,Elijah Wood		6203.0		Jerry Goldsmith		Warner Bros.	55956187.0		72000000.0	Romance	10607603.0	15186388.0	10607603.0		PG	J.J. Abrams		4.0	1992-12-18	102.0	1710.0		Forever Young (1992)	1992-12-18	1.0		127956187.0	J.J. Abrams
Richard Gere		3903.0				Paramount	5111099.0			Unknown	2848936.0	1567412.0	2848936.0		PG-13			12.0	1985-03-29	113.0	730.0		King David (1985)	1985-03-29	1.0			
James Caviezel,Michael Cera,Dennis Quaid		4327.0		Michael Kamen	Gregory Hoblit	New Line	45010278.0		23095967.0	Sci-Fi Thriller	11341224.0	8254107.0	11341224.0		PG-13		31000000.0	3.0	2000-04-28	119.0	2621.0		Frequency (2000)	2000-04-28	1.0		68106245.0	
		6543.0				Mormon Movies	1680020.0			Period Adventure	189742.0	155672.0	189742.0		PG		1500000.0	39.0	2003-09-12	120.0	29.0		Book of Mormon Movie (2003)	2003-09-12	1.0			
Harrison Ford,Kelly McGillis,Lukas Haas,Danny Glover,Viggo Mortensen		7161.0			Peter Weir	Paramount	68706993.0			Drama / Thriller	6273231.0	7880448.0	6273231.0		R			2.0	1985-02-08	112.0	876.0		Witness (1985)	1985-02-08	1.0			
		2670.0		Christopher Young		Orion Pictures	10611160.0			Horror	4172970.0	2544157.0	4172970.0		R			6.0	1993-04-23	121.0	1563.0		The Dark Half (1993)	1993-04-23	1.0			
		52634.0				Sony Classics	11689053.0		20568700.0	Documentary	52634.0	46719.0	52634.0		G			68.0	2003-04-18	85.0	1.0		Winged Migration (2003)	2003-04-18	1.0		32257753.0	
		10090.0				IDP	121365.0		416506.0	Foreign	20179.0	32676.0	20179.0		R			68.0	2005-06-24	89.0	2.0		Lila Says (2005)	2005-06-24	1.0		537871.0	
Benicio Del Toro,Anthony Hopkins,Emily Blunt,Hugo Weaving		12560.0		Danny Elfman	Joe Johnston	Universal	61979680.0		77810085.0	Horror	40468625.0	12651635.0	40468625.0		R	Ryan Kavanaugh,Scott Stuber	150000000.0	3.0	2010-02-12	102.0	3222.0		The Wolfman (2010)	2010-02-12	1.0		139789765.0	Andrew Kevin Walker
Clint Eastwood		65273.0		Clint Eastwood	Clint Eastwood	Warner Bros.	148095302.0		121862926.0	Action Drama	391639.0	1506404.0	391639.0		R	Bill Gerber,Robert Lorenz,Tim Moore	33000000.0	20.0	2008-12-12	116.0	6.0		Gran Torino (2008)	2008-12-12	1.0		269958228.0	Nick Schenk
Sandra Bullock		3539.0	Andrew Lesnie	Nick Glennie-Smith		Warner Bros.	10658278.0			Romantic Comedy	6058669.0	3271709.0	6058669.0		R	Gary Barber,James G. Robinson		10.0	1996-01-12	96.0	1712.0		Two If by Sea (1996)	1996-01-12	1.0			
		2545.0				Secret Identity	14057.0			Comedy	2545.0	6178.0	2545.0		R			99.0	2012-06-01	99.0	1.0		6 Month Rule (2012)	2012-06-01	1.0			
Antonio Banderas		2485.0				Sony / Columbia	6858261.0			Romantic Thriller	3752513.0	1633299.0	3752513.0		R			5.0	1995-10-20	86.0	1510.0		Never Talk to Strangers (1995)	1995-10-20	1.0			
Mark Duplass,Elisabeth Moss,Ted Danson		8337.0				Radius-TWC	513447.0			Romantic Comedy	66698.0	138001.0	66698.0		R			47.0	2014-08-22	91.0	8.0		The One I Love (2014)	2014-08-22	1.0		513447.0	
		11020.0				Buena Vista	19162740.0		4024220.0	Concert	14006321.0	3294995.0	14006321.0		G			3.0	2009-02-27	76.0	1271.0		Jonas Brothers: The 3D Concert Experience (2009)	2009-02-27	1.0		23186960.0	
		4305.0				First Run	34972.0			Documentary	4305.0	8523.0	4305.0		Unrated			70.0	2009-02-06	85.0	1.0		Our City Dreams (2009)	2009-01-30	0.0			
Natalie Portman,Ashley Judd,Sally Field		4359.0				Fox	33772838.0		7090880.0	Comedy / Drama	10622569.0	6882682.0	10622569.0		PG-13	Susan Cartsonis,Patricia Whitcher	15000000.0	4.0	2000-04-28	120.0	2437.0		Where the Heart Is (2000)	2000-04-28	1.0		40863718.0	
Ethan Hawke,Kristin Scott Thomas		5696.0				ATO Pictures	113800.0			Thriller	51260.0	40807.0	51260.0		R			50.0	2012-06-15	83.0	9.0		The Woman in the Fifth (2012)	2012-06-15	1.0		113800.0	
		16873.0				APD/Cinema Conservancy	29505.0			Family	16873.0	888.0	16873.0		Unrated			62.0	2013-02-01	80.0	1.0		Little Fugitive (2013 re-release) (2013)	2013-02-01	1.0			
Don Cheadle,Tim Robbins		9570.0		Ennio Morricone	Brian De Palma	Buena Vista	60883407.0		50100000.0	Sci-Fi Adventure	29226731.0	14275082.0	29226731.0		PG	Sam Mercer	100000000.0	1.0	2000-03-10	113.0	3054.0		Mission to Mars (2000)	2000-03-10	1.0		110983407.0	
Kirsten Dunst		3552.0	Gabriel Beristain	Randy Edelman		Universal	13137484.0			Comedy	6074175.0	3490815.0	6074175.0		PG-13	Brian Grazer		2.0	1994-03-04	113.0	1710.0		Greedy (1994)	1994-03-04	1.0			
Anna Paquin		4297.0		Mark Isham		Sony / Columbia	25143818.0			Family	5672077.0	4650872.0	5672077.0		PG			2.0	1996-09-13	100.0	1320.0		Fly Away Home (1996)	1996-09-13	1.0			
Alexis Bledel,America Ferrera,Blake Lively,Amber Tamblyn		3353.0		Rachel Portman		Warner Bros.	44089964.0		262453.0	Comedy / Drama	8941698.0	17275764.0	8941698.0		PG-13	Alison Greenspan,Broderick Johnson,Andrew A. Kosove	27000000.0	7.0	2008-08-06	117.0	2667.0		The Sisterhood of the Traveling Pants 2 (2008)	2008-08-01	0.0		44352417.0	
Courteney Cox		1001.0				Miramax	690966.0			Romantic Comedy	630466.0	60500.0	630466.0		R	Davis Guggenheim,Jeffrey Silver		17.0	1993-03-26	86.0	630.0		The Opposite Sex and How to Live With Them (1993)	1993-03-26	1.0			
Natalie Portman,Rodrigo Santoro,Ewan McGregor,Joel Edgerton,Noah Emmerich		1041.0			Gavin O'Connor	Weinstein Company	1513793.0			Western	1259761.0	247632.0	1259761.0		R	Natalie Portman		16.0	2016-01-29	98.0	1210.0		Jane Got a Gun (2016)	2016-01-29	1.0		1513793.0	Brian Duffield
Morgan Freeman,Lance Henriksen,Mickey Rourke,Forest Whitaker		4027.0			Walter Hill	TriStar	7237794.0			Unknown	3269584.0	2124369.0	3269584.0		R	Charles Roven		3.0	1989-09-29	96.0	812.0		Johnny Handsome (1989)	1989-09-29	1.0			
		5819.0				Strand	21648.0			Drama	5819.0	2244.0	5819.0		Unrated			77.0	2010-02-26	104.0	1.0		Toe to Toe (2010)	2010-02-26	1.0			
		1014.0				Oscilloscope Pictures	15312.0			Documentary	2028.0	2010.0	2028.0		Unrated			97.0	2012-12-07	72.0	2.0		Only the Young (2012)	2012-12-07	1.0			
		7614.0		Alan Silvestri		Warner Bros.	70172621.0			Comedy	9471400.0	9836912.0	9471400.0		PG-13	John Davis		6.0	1993-12-25	104.0	1244.0		Grumpy Old Men (1993)	1993-12-24	1.0			Mark Steven Johnson
Patrick Swayze,C. Thomas Howell,Lea Thompson,Charlie Sheen,Jennifer Grey,Ben Johnson,Harry Dean Stanton,Powers Boothe		7139.0			John Milius	MGM	38376497.0			Action	13006650.0	8517571.0	13006650.0		PG-13			1.0	1984-08-10	114.0	1822.0		Red Dawn (1984) (1984)	1984-08-10	1.0			John Milius,Kevin Reynolds
