actors	assoc_producers	average_per_theatre	cinematographers	composers	directors	distributor	domestic	exec_producers	foreign	genre	gross	gross2	gross_to_date	line_producers	mpaa_rating	producers	production_budget	rank	release_date	runtime	theaters	theatre_change	title	week	week_number	week_over_week_change	worldwide	writers
Andy Griffith		3480.0				Slowhand Cinema	659483.0			Romantic Comedy	76568.0	56752.0	76568.0		PG-13			52.0	2009-02-27	105.0	22.0		Play the Game (2009)	2009-02-27	1.0			
		7359.0				Columbia	42313354.0			Action	11325007.0	8377703.0	11325007.0		R	Gordon Carroll		1.0	1983-05-13	108.0	1539.0		Blue Thunder (1983)	1983-05-13	1.0			
Eric Roberts		2552.0				IFC	16184.0			Horror	5104.0	8988.0	5104.0		Unrated			78.0	2015-05-22	102.0	2.0		The Human Centipede 3 (Final Sequence) (2015)	2015-05-22	1.0			
			Andrew Lesnie	Randy Newman	George Miller	Universal	18319860.0		50812000.0	Family Adventure	2037875.0	7009045.0	2037875.0		G	George Miller	90000000.0	14.0	1998-11-27	90.0			Babe: Pig in the City (1998)	1998-11-20	0.0		69131860.0	George Miller
Kevin Costner,Ashton Kutcher		7020.0		Trevor Rabin	Andrew Davis	Buena Vista	55011732.0		39961808.0	Action Drama	22751717.0	12514207.0	22751717.0		PG-13	Beau Flynn,Tripp Vinson		2.0	2006-09-29	135.0	3241.0		The Guardian (2006)	2006-09-29	1.0		94973540.0	
		2051.0				Indican	5095.0			Documentary	2051.0	555.0	2051.0		Unrated			112.0	2008-10-24		1.0		God and Gays: Bridging the Gap (2008)	2008-10-24	1.0			
		4513.0				Well Go USA	165428.0			Foreign	108302.0	35135.0	108302.0		Unrated			42.0	2015-02-27	118.0	24.0		Snow Girl and the Dark Crystal (2015)	2015-02-27	1.0		165428.0	
Cillian Murphy,Liam Neeson,Brendan Gleeson,Dominic Cooper		3382.0			Neil Jordan	Sony Classics	828699.0		3113555.0	Comedy / Drama	10145.0	49492.0	10145.0		R			91.0	2005-11-16	135.0	3.0		Breakfast on Pluto (2005)	2005-11-11	0.0		3942254.0	
Jerry Ferrara		497.0				The Orchard	4444.0			Drama	3478.0	364.0	3478.0		R				2015-05-29	83.0	7.0		Club Life (2015)	2015-05-29	1.0		4444.0	
Sarah Michelle Gellar,Ryan Phillippe,Reese Witherspoon		7087.0	Theo Van de Sande	Ed Shearmur	Roger Kumble	Sony / Columbia	38328567.0		37573641.0	Romantic Thriller	16384285.0	9478027.0	16384285.0		R	Neal H. Moritz	10500000.0	2.0	1999-03-05	97.0	2312.0		Cruel Intentions (1999)	1999-03-05	1.0		75902208.0	
		32695.0			Wong Kar Wai	Kino	146310.0		42320.0	Foreign	32695.0	16093.0	32695.0		Unrated			53.0	2004-11-19	89.0	1.0		Days of Being Wild (2004)	2004-11-19	1.0		188630.0	Wong Kar Wai
James Belushi,Charles Grodin		5487.0			Arthur Hiller	Buena Vista	20005435.0			Comedy	5893398.0	4442129.0	5893398.0		R			7.0	1990-08-17	108.0	1074.0		Taking Care of Business (1990)	1990-08-17	1.0			J.J. Abrams
Michael B. Jordan,Octavia Spencer		84602.0		Ludwig Goransson	Ryan Coogler	Weinstein Company	16101339.0		1284491.0	Drama	592213.0	1090103.0	592213.0		R	Forest Whitaker		19.0	2013-07-12	90.0	7.0		Fruitvale Station (2013)	2013-07-12	1.0		17385830.0	Ryan Coogler
		1530.0				Breaking Glass Pictures	38106.0		266900.0	Foreign / Action	9177.0	14828.0	9177.0		Unrated				2014-02-07	100.0	6.0		7 Boxes (2014)	2014-02-07	1.0		305006.0	
Clive Owen		11521.0			Scott Hicks	Miramax	809752.0		2424953.0	Drama	69124.0	76312.0	69124.0		PG-13			54.0	2009-09-25	100.0	6.0		The Boys Are Back (2009)	2009-09-25	1.0		3234705.0	
		24864.0		Mark Knopfler		Warner Bros.	5895761.0			Unknown	49727.0	363662.0	73294.0		PG			16.0	1983-02-18	111.0	2.0		Local Hero (1983)	1983-03-11	4.0			
Zach Gilford,Allison Miller		3984.0			Matt Bettinelli-Olpin,Tyler Gillett	Fox	15821461.0		21100099.0	Horror	10136063.0	3619805.0	10135963.0		R	John Davis	7000000.0	9.0	2014-01-17	89.0	2544.0		Devil's Due (2014)	2014-01-17	1.0		36921560.0	Lindsay Devlin
Sydney Pollack,Meryl Streep,Bruce Willis		12665.0		Alan Silvestri	Robert Zemeckis	Universal	58422650.0		90600000.0	Horror Comedy	17844985.0	11566570.0	17844985.0		PG-13		55000000.0	1.0	1992-07-31	103.0	1409.0		Death Becomes Her (1992)	1992-07-31	1.0		149022650.0	David Koepp
		8655.0				Fine Line	1079108.0			Foreign	103861.0	127517.0	201404.0		G			51.0	2000-01-28	94.0	12.0		The Cup (2000)	2000-02-11	3.0		1079108.0	
		11330.0				Reliance Big Pictures	2871956.0			Foreign	1948714.0	588833.0	1948714.0		Unrated			14.0	2012-11-30	139.0	172.0		Talaash (2012)	2012-11-30	1.0		2871956.0	
Tyler Labine,Alan Tudyk		2309.0				Magnolia	223838.0		4525678.0	Horror Comedy	71566.0	57142.0	71566.0		R			49.0	2011-09-30	89.0	31.0		Tucker & Dale Vs. Evil (2011)	2011-09-30	1.0		4749516.0	
Javier Bardem		11550.0		Alberto Iglesias		Fox Searchlight	2377348.0		2850000.0	Drama / Thriller	150147.0	372754.0	150147.0		R			37.0	2003-05-02	133.0	13.0		The Dancer Upstairs (2003)	2003-05-02	1.0		5227348.0	
Elisabeth Moss,Katherine Waterston,Patrick Fugit		3653.0			Alex Ross Perry,Alex Ross Perry	IFC	91218.0			Drama / Thriller	7305.0	18179.0	7305.0		Unrated			76.0	2015-08-26	90.0	2.0		Queen of Earth (2015)	2015-08-21	0.0			
		11034.0				Zeitgeist	20177.0		20154.0	Documentary	11034.0	4216.0	11034.0		Unrated			90.0	2005-11-18	71.0	1.0		Zizek! (2005)	2005-11-18	1.0		40331.0	
Clint Eastwood,Tommy Lee Jones,Donald Sutherland,James Garner,Jon Hamm		9272.0		Clint Eastwood	Clint Eastwood	Warner Bros.	90464773.0		38419359.0	Action Thriller	26007523.0	18299382.0	26007523.0		PG-13	Clint Eastwood,Andrew Lazar	65000000.0	3.0	2000-08-04	130.0	2805.0		Space Cowboys (2000)	2000-08-04	1.0		128884132.0	Howard Klausner
		3886.0				Kino Lorber	7772.0			Documentary	7772.0	1339.0	7772.0		Unrated				2014-09-12	115.0	2.0		Faith Connections (2014)	2014-09-12	1.0			
Keanu Reeves,Al Pacino,Charlize Theron,Craig T. Nelson		7597.0	Andrzej Bartkowiak	James Newton Howard	Taylor Hackford	Warner Bros.	60944660.0		92000000.0	Horror Thriller	16417114.0	13496585.0	16417114.0		R	Taylor Hackford,Anne Kopelson,Arnold Kopelson,Arnon Milchan,Erwin Stoff,Michael Tadross		2.0	1997-10-17	144.0	2161.0		The Devil's Advocate (1997)	1997-10-17	1.0		152944660.0	Tony Gilroy
Bill Nighy,Imelda Staunton,Dominic West,Paddy Considine		14521.0				CBS Films	1446634.0		6077000.0	Comedy / Drama	145206.0	180426.0	145206.0		R			41.0	2014-09-26	120.0	10.0		Pride (2014) (2014)	2014-09-26	1.0		7523634.0	
Angus Macfadyen,Peter Fonda		1607.0				The Film Collective	171740.0			Historical Drama	94834.0	20238.0	94834.0		PG-13			43.0	2013-06-28	118.0	59.0		Copperhead (2013)	2013-06-28	1.0			
Zachary Gordon,Chloe Moretz,Steve Zahn,Rachael Harris,Devon Bostick		8377.0		Theodore Shapiro	Thor Freudenthal	Fox	64003625.0		11696873.0	Comedy	25776429.0	14934549.0	25776429.0		PG	Nina Jacobson	15000000.0	3.0	2010-03-19	120.0	3077.0		Diary of a Wimpy Kid (2010)	2010-03-19	1.0		75700498.0	
Pierce Brosnan		8107.0				New Line	32100816.0			Sci-Fi Horror	10345092.0	7115748.0	10345092.0		R		10000000.0	2.0	1992-03-06	107.0	1276.0		The Lawnmower Man (1992)	1992-03-06	1.0			
		19635.0				Kino Lorber	3048997.0			Foreign	19635.0	1904.0	19635.0		Unrated				2013-09-06		1.0		Russian Ark (2013 re-release) (2013)	2013-09-06	1.0			
		2692.0				Magnolia	25343.0		2268948.0	Comedy	24225.0	1118.0	24225.0		Unrated			61.0	2007-07-20	102.0	9.0		Cashback (2007)	2007-07-20	1.0		2294291.0	
		7557.0				Well Go USA	280958.0			Foreign	211592.0	56623.0	211592.0		Unrated			40.0	2014-08-29	135.0	28.0		Kundo: Age of the Rampant (2014)	2014-08-29	1.0			
Ralph Fiennes,Vanessa Redgrave,Gerard Butler,Jessica Chastain,Brian Cox		10250.0		Ilan Eshkeri	Ralph Fiennes	Weinstein Company	757195.0		315407.0	Period Drama	92251.0	75570.0	92251.0		R	Ralph Fiennes,John Logan		44.0	2012-01-20	122.0	9.0		Coriolanus (2012)	2012-01-20	1.0		1072602.0	John Logan
Anthony Hopkins,Jim Broadbent			Gabriel Beristain		Mike Newell	Skouras	421201.0			Unknown	3825.0	25815.0	3825.0		R			17.0	1987-02-11	90.0			The Good Father (1987)	1987-02-06	0.0			Christopher Hampton
Amy Adams,Matthew Goode,Adam Scott		4660.0		Randy Edelman		Universal	25918920.0		6688396.0	Romantic Comedy	11701170.0	8265015.0	11701170.0		PG	Chris Bender,Roger Birnbaum,Jonathan Glickman,J.C. Spink	19000000.0	6.0	2010-01-08	97.0	2511.0		Leap Year (2010)	2010-01-08	1.0		32607316.0	
John Lithgow		4406.0		Randy Newman	William Dear	Universal	29760613.0		20238000.0	Family Comedy	6247740.0	6286998.0	6247740.0		PG	Richard Vane		3.0	1987-06-05	111.0	1418.0		Harry and the Hendersons (1987)	1987-06-05	1.0		49998613.0	
Liam Neeson,Geoffrey Rush,Uma Thurman,Claire Danes		4286.0				Sony / Columbia	14096321.0			Period Drama	6330342.0	3582016.0	6330342.0		PG-13			4.0	1998-05-01	134.0	1477.0		Les Miserables (1998) (1998)	1998-05-01	1.0			
Renee Zellweger,Ewan McGregor,Emily Watson		8778.0	Andrew Dunn			MGM (Weinstein)	3005605.0		32072636.0	Drama	17555.0	168883.0	17555.0		PG			70.0	2006-12-29	92.0	2.0		Miss Potter (2006)	2006-12-29	1.0		35078241.0	
		5098.0				Strand	8884.0		4379023.0	Foreign	5098.0	3632.0	6041.0		Unrated			97.0	2013-03-29	110.0	1.0		White Elephant (2013)	2013-03-29	1.0		4387907.0	
Zachary Gordon,Devon Bostick,Steve Zahn,Rachael Harris		8890.0		Ed Shearmur	David Bowers	Fox	52698535.0		19718859.0	Comedy	28155346.0	12421914.0	28155346.0		PG	Nina Jacobson	21000000.0	1.0	2011-03-25	96.0	3167.0		Diary of a Wimpy Kid: Rodrick Rules (2011)	2011-03-25	1.0		72417394.0	
Zachary Gordon,Devon Bostick,Steve Zahn,Rachael Harris		6592.0		Ed Shearmur	David Bowers	Fox	49008662.0		28103514.0	Comedy	22354008.0	12558313.0	22354008.0		PG	Nina Jacobson	22000000.0	3.0	2012-08-03	94.0	3391.0		Diary of a Wimpy Kid: Dog Days (2012)	2012-08-03	1.0		77112176.0	
		7115.0				Sony Classics	421454.0		338864.0	Unknown	35575.0	28653.0	35575.0		R			64.0	2004-03-12	87.0	5.0		Broken Wings (2004)	2004-03-12	1.0		760318.0	
Scarlett Johansson,Idris Elba,Lupita Nyong'o,Ben Kingsley,Christopher Walken,Bill Murray		32442.0	Bill Pope	John Debney	Jon Favreau	Buena Vista	359041958.0		571800000.0	Adventure	130674426.0	78982374.0	130674426.0		PG		175000000.0	1.0	2016-04-15	105.0	4028.0		The Jungle Book (2016) (2016)	2016-04-15	1.0		930841958.0	Justin Marks
Danny DeVito,Bill Murray		12098.0	Michael Chapman	James Newton Howard		Warner Bros.	90418342.0		140000000.0	Family Comedy	32059155.0	21830121.0	32059155.0		PG	Joe Medjuck,Ivan Reitman		1.0	1996-11-15	88.0	2650.0		Space Jam (1996)	1996-11-15	1.0		230418342.0	
Johnny Depp,Aaron Eckhart,Amber Heard,Richard Jenkins,Giovanni Ribisi		3271.0	Dariusz Wolski		Bruce Robinson	FilmDistrict	13109815.0		10837729.0	Adventure	7435734.0	4132250.0	7435734.0		R	Johnny Depp,Tim Headington,Graham King,Greg Shapiro	45000000.0	4.0	2011-10-28	120.0	2273.0		The Rum Diary (2011)	2011-10-28	1.0		23947544.0	Bruce Robinson
						Cowboy	725854.0			Foreign	7378.0	19426.0	7378.0		Unrated			60.0	2001-10-12	93.0			Fat Girl (2001)	2001-10-05	0.0		725854.0	
Simon Pegg,Nick Frost,Jim Broadbent,Timothy Dalton,Paddy Considine,Stuart Wilson,Bill Nighy,Steve Coogan,Martin Freeman		9363.0		David Arnold	Edgar Wright	Rogue Pictures	23637265.0		56936509.0	Comedy	7724188.0	6366565.0	7724188.0		R	Tim Bevan,Eric Fellner		6.0	2007-04-20	120.0	825.0		Hot Fuzz (2007)	2007-04-20	1.0		80573774.0	Simon Pegg,Edgar Wright
		11076.0				China Lion	474252.0		125368683.0	Foreign	365507.0	94325.0	365507.0		Unrated			28.0	2016-01-15	136.0	33.0		Detective Chinatown (Tang ren jie tan an) (2016)	2016-01-15	1.0		125842935.0	
		320.0				Tribeca Film	5549.0			Documentary	320.0	3938.0	320.0		Unrated			132.0	2012-04-25	90.0	1.0		Bookers Place (2012)	2012-04-20	0.0			
Renee Zellweger,Hugh Grant,Jim Broadbent,Colin Firth		9393.0	Stuart Dryburgh	Patrick Doyle	Sharon Maguire	Miramax	71543427.0		210386368.0	Romantic Comedy	15132235.0	13602966.0	15132235.0		R	Tim Bevan,Eric Fellner	25000000.0	3.0	2001-04-13	97.0	1611.0		Bridget Jones's Diary (2001)	2001-04-13	1.0		281929795.0	Andrew Davies
Gael Garcia Bernal,Tom Hardy		9581.0		Javier Navarette		Freestyle Releasing	307486.0			Romantic Thriller	9581.0	37561.0	12866.0		R			87.0	2005-03-11	92.0	1.0		Dot the I (2005)	2005-03-11	1.0			
		5715.0				IMAX	1009291.0			IMAX	80013.0	78891.0	217442.0		Unrated			47.0	1999-11-12	37.0	14.0		The IMAX Nutcracker (IMAX) (1999)	1999-12-10	5.0			
		5667.0				Xenon Pictures	69220.0		6662831.0	Comedy	5667.0	3617.0	5667.0		PG-13			88.0	2008-06-20	93.0	1.0		Kenny (2008)	2008-06-20	1.0		6732051.0	
Johnny Lee Miller,Brian Cox		1067.0				MGM	171817.0		1087083.0	Drama	106749.0	22720.0	106749.0		PG-13			41.0	2007-05-04	96.0	100.0		The Flying Scotsman (2007)	2007-05-04	1.0		1258900.0	
Ted Danson,Mary Steenburgen,Cathy Moriarty		925.0	Thomas Kloss	Randy Edelman	Peter Medak	Paramount	11669.0			Drama	7397.0	4272.0	7397.0		PG-13			17.0	1994-11-04	108.0	8.0		Pontiac Moon (1994)	1994-11-04	1.0			Finn Taylor,Jeffrey D. Brown
Demi Moore		4431.0			Carl Schultz	TriStar	18875011.0			Horror Thriller	5565707.0	3998907.0	5565707.0		R	Ted Field		5.0	1988-04-01	97.0	1256.0		The Seventh Sign (1988)	1988-04-01	1.0			
		1945.0				Hannover House	17977.0			Drama	9727.0	3000.0	9727.0		R			62.0	2011-12-16	93.0	5.0		Cook County (2011)	2011-12-16	1.0			
		16954.0			Amy Berg	FilmRise	410465.0		1220224.0	Documentary	33908.0	92514.0	33908.0		Unrated	Amy Berg,Alex Gibney		46.0	2015-11-27	103.0	2.0		Janis: Little Girl Blue (2015)	2015-11-27	1.0		1630689.0	
		2032.0	Barry Sonnenfeld			Universal	3685862.0			Unknown	1725392.0	1059932.0	1725392.0		PG-13	John Davis		10.0	1987-10-09	90.0	849.0		Three O' Clock High (1987)	1987-10-09	1.0			
Peter O'Toole,Omar Sharif		5839.0				8X Entertainment	13395961.0		332489.0	Period Drama	5307651.0	3176243.0	5307651.0		PG		20000000.0	9.0	2006-10-13	123.0	909.0		One Night with the King (2006)	2006-10-13	1.0		13728450.0	
		11956.0				First Run	82553.0			Documentary	11956.0	3916.0	11956.0		Unrated			66.0	2008-02-01	87.0	1.0		Praying with Lior (2008)	2008-02-01	1.0			
Warwick Davis,Peter Dinklage,Ben Barnes,Georgie Henley,Skandar Keynes,William Moseley,Liam Neeson		17319.0		Harry Gregson-Williams	Andrew Adamson	Buena Vista	141621490.0		278044078.0	Fantasy	68045010.0	34613170.0	68045010.0		PG	Mark Johnson	225000000.0	1.0	2008-05-16	140.0	3929.0		The Chronicles of Narnia: Prince Caspian (2008)	2008-05-16	1.0		419665568.0	Christopher Markus,Stephen McFeely
Ben Barnes,Tilda Swinton,Liam Neeson,Simon Pegg		8541.0		David Arnold	Michael Apted	Fox	104386950.0		311299267.0	Fantasy	30363575.0	22755412.0	30363575.0		PG	Andrew Adamson,Mark Johnson	155000000.0	1.0	2010-12-10	112.0	3555.0		The Chronicles of Narnia: The Voyage of the Dawn Treader (2010)	2010-12-10	1.0		415686217.0	Christopher Markus,Stephen McFeely
		4820.0				First Run	6983.0			Documentary	4820.0	2163.0	4820.0		Unrated			80.0	2007-07-27	90.0	1.0		Camden 28 (2007)	2007-07-27	1.0			
Russell Crowe,Olga Kurylenko,Jai Courtney,Isabel Lucas		5233.0	Andrew Lesnie		Russell Crowe	Warner Bros.	4196641.0		11340000.0	War Drama	1674510.0	1000190.0	1674510.0		R	Brett Ratner	22500000.0	14.0	2015-04-24	111.0	320.0		The Water Diviner (2015)	2015-04-24	1.0		15536641.0	
Sean Penn,Sarah Polley,Josh Lucas		2339.0		David Hirschfelder	Kathryn Bigelow	Lions Gate	109130.0			Unknown	63161.0	20858.0	63161.0		R			53.0	2002-11-01	114.0	27.0		The Weight of Water (2002)	2002-11-01	1.0		109130.0	
		5759.0		Mark Mothersbaugh		Lionsgate	1400726.0		7929739.0	Foreign	927267.0	315248.0	927267.0		PG-13			27.0	2011-09-02	100.0	161.0		Saving Private Perez (2011)	2011-09-02	1.0		9330465.0	
Kevin Costner,Clint Eastwood				Clint Eastwood	Clint Eastwood	Warner Bros.	31130999.0		104000000.0	Action Drama	3172377.0	10068243.0	3172377.0		PG-13	Clint Eastwood,Mark Johnson,David Valdes		10.0	1993-11-24	138.0			A Perfect World (1993)	1993-11-19	0.0		135130999.0	John Lee Hancock
Amanda Seyfried,Vanessa Redgrave		6175.0			Gary Winick	Summit Entertainment	53032453.0		26149297.0	Romance	18326241.0	12377177.0	18326241.0		PG	Mark Canton,Ron Schmidt	30000000.0	3.0	2010-05-14	105.0	2968.0		Letters to Juliet (2010)	2010-05-14	1.0		79181750.0	
Sofia Boutella,Colin Firth,Samuel L. Jackson,Michael Caine,Taron Egerton,Mark Strong,Sophie Cookson,Mark Hamill		15475.0		Henry Jackman	Matthew Vaughn	Fox	128261724.0		286089822.0	Action / Adventure	49580949.0	24364798.0	49580949.0		R	Matthew Vaughn	81000000.0	2.0	2015-02-13	129.0	3204.0		Kingsman: The Secret Service (2015)	2015-02-13	1.0		414351546.0	Jane Goldman,Matthew Vaughn
		3550.0				Vitagraph	10236.0		18318233.0	Unknown	3550.0	1582.0	3550.0		Unrated			102.0	2008-05-02	132.0	1.0		As It Is in Heaven (2008) (2008)	2008-05-02	1.0		18328469.0	
		1494.0				Cinema Libre	20702.0			Documentary	2988.0	12886.0	2988.0		Unrated			110.0	2005-04-08	74.0	2.0		Voices in Wartime (2005)	2005-04-08	1.0			
		9666.0				Lorber Films	32977.0		159069.0	Foreign	9666.0	9703.0	9666.0		Unrated			67.0	2011-06-03	101.0	1.0		Film Socialisme (2011)	2011-06-03	1.0		192046.0	
		3475.0				Atopia	14389.0			Comedy / Drama	3475.0	3428.0	3475.0		Unrated			109.0	2004-10-29	100.0	1.0		A Silent Love (2004)	2004-10-29	1.0			
Woody Allen,Hugh Jackman,Scarlett Johansson,Ian McShane,Romola Garai		8307.0			Woody Allen	Focus Features	10525717.0		28689925.0	Romantic Comedy	4469118.0	2596069.0	4469118.0		PG-13			13.0	2006-07-28	96.0	538.0		Scoop (2006)	2006-07-28	1.0		39215642.0	Woody Allen
Harrison Ford,Ray Liotta,Ashley Judd,John Sturges,Cliff Curtis,Alice Braga,Jim Sturgess,Alice Eve,Josh Gad		11570.0		Mark Isham	Wayne Kramer	Weinstein Company	455654.0		3074215.0	Drama	104131.0	65713.0	104131.0		R			48.0	2009-02-27	113.0	9.0		Crossing Over (2009)	2009-02-27	1.0		3529869.0	Wayne Kramer
Jake Gyllenhaal,Dustin Hoffman,Holly Hunter,Susan Sarandon		20224.0		Mark Isham	Brad Silberling	Buena Vista	6835856.0		3175194.0	Drama	444924.0	2461401.0	444924.0		PG-13	David Hoberman,Mark Johnson,Patricia Whitcher	21000000.0	21.0	2002-09-27	111.0	22.0		Moonlight Mile (2002)	2002-09-27	1.0		10011050.0	
		18640.0				Palm	121390.0		673833.0	Foreign	18640.0	14372.0	18640.0		Unrated			71.0	2006-07-28	86.0	1.0		13 Tzameti (2006)	2006-07-28	1.0		795223.0	
Al Pacino,Christopher Walken,Alan Arkin		3217.0		Lyle Workman		Lionsgate	3310031.0			Action Comedy	2119764.0	935293.0	2119764.0		R	Sidney Kimmel,Gary Lucchesi,Tom Rosenberg		16.0	2013-02-01	93.0	659.0		Stand Up Guys (2013)	2013-02-01	1.0		3310031.0	
Amber Heard,James Franco,Christian Slater,Wilmer Valderrama,Ed Harris,Cynthia Nixon		342.0			Pamela Romanowsky	A24	13191.0			Drama / Thriller	10264.0	2927.0	10264.0		R			72.0	2016-04-15	105.0	30.0		Adderall Diaries (2016)	2016-04-15	1.0		13191.0	Pamela Romanowsky
Luke Wilson,Maya Rudolph,Dax Shepard,Justin Long		1805.0	Tim Suhrstedt	Theodore Shapiro	Mike Judge	Fox	444093.0		51210.0	Sci-Fi Comedy	234596.0	116731.0	234596.0		R			41.0	2006-09-01	84.0	130.0		Idiocracy (2006)	2006-09-01	1.0		495303.0	Etan Cohen,Mike Judge
Bruce Willis,Samuel L. Jackson,M. Night Shyamalan		5790.0		James Newton Howard	M. Night Shyamalan	Buena Vista	95011339.0		153106782.0	Thriller	15679858.0	36225415.0	15713351.0		PG-13	Gary Barber,Roger Birnbaum,Barry Mendel,Sam Mercer,M. Night Shyamalan	75000000.0	7.0	2000-11-22	106.0	2708.0		Unbreakable (2000)	2000-11-17	0.0		248118121.0	M. Night Shyamalan
Tom Cruise,Craig T. Nelson		5285.0				Fox	17233166.0			Sports Drama	2335934.0	2371302.0	2335934.0		R			5.0	1983-10-21	91.0	442.0		All the Right Moves (1983)	1983-10-21	1.0			
Jason Statham,Saffron Burrows		5117.0			Roger Donaldson	Lionsgate	30060660.0		34762136.0	Crime Thriller	8202988.0	7126911.0	8202988.0		R	Ryan Kavanaugh		4.0	2008-03-07	110.0	1603.0		The Bank Job (2008)	2008-03-07	1.0		64822796.0	
George Clooney,Mark Wahlberg,Diane Lane,John C. Reilly,William Fichtner,Mary Elizabeth Mastrantonio		21449.0		James Horner	Wolfgang Petersen	Warner Bros.	182618434.0		146100000.0	Action Drama	73076981.0	38294594.0	73076981.0		PG-13	Barry Levinson	140000000.0	1.0	2000-06-30	129.0	3407.0		The Perfect Storm (2000)	2000-06-30	1.0		328718434.0	
Jared Harris,Sam Claflin,Olivia Cooke		2349.0			John Pogue	Lionsgate	8509867.0		9325000.0	Horror	4761032.0	2515357.0	4761032.0		PG-13			8.0	2014-04-25	98.0	2027.0		The Quiet Ones (2014)	2014-04-25	1.0		17834867.0	Oren Moverman,John Pogue,Craig Rosenberg
Cate Blanchett		1253.0				IMAX	7136759.0		4847428.0	Documentary	1253.0	10334.0	1253.0		G			92.0	2013-11-27	40.0	1.0		Journey to the South Pacific (2013)	2013-11-22	0.0		11984187.0	
		4276.0				Strand	116325.0			Unknown	4276.0	1323.0	4276.0		Unrated			89.0	2002-07-03	86.0	1.0		Lan Yu (2002)	2002-06-28	0.0		116325.0	
Kate Winslet		11894.0	John de Borman			Stratosphere	1263279.0			Drama	118940.0	285361.0	118940.0		R		12000000.0	46.0	1999-04-16	98.0	10.0		Hideous Kinky (1999)	1999-04-16	1.0			
		1177.0				Magnolia	31313.0			Documentary	5884.0	1055.0	5884.0		R			80.0	2013-06-07	90.0	5.0		Evocateur: The Morton Downey Jr. Movie (2013)	2013-06-07	1.0			
Glenn Close,Dakota Fanning,Holly Hunter,Robin Wright Penn,Amanda Seyfried,Sissy Spacek		6196.0		Ed Shearmur		Magnolia	478830.0		1112693.0	Drama	43375.0	38744.0	43375.0		R	Alejandro González Iñárritu		56.0	2005-10-14	110.0	7.0		Nine Lives (2005)	2005-10-14	1.0		1591523.0	
Charlotte Gainsbourg		22957.0				Miramax	1070769.0		6155251.0	Foreign	45913.0	42774.0	45913.0		PG-13			55.0	2007-05-25	120.0	2.0		The Golden Door (2007)	2007-05-25	1.0		7226020.0	
		8305.0				Magnolia	105054.0			Documentary	33219.0	17975.0	33219.0		Unrated			50.0	2004-11-26	89.0	4.0		Guerrilla: The Taking of Patty Hearst (2004)	2004-11-26	1.0			
Martin Lawrence,Luke Wilson		8946.0	David Eggby	Ed Shearmur		Sony / Columbia	68518533.0		49239967.0	Action Comedy	24468405.0	15268269.0	24468405.0		PG-13	Toby Jaffe,Neal H. Moritz	65000000.0	1.0	1999-09-17	94.0	2735.0		Blue Streak (1999)	1999-09-17	1.0		117758500.0	
Sebastian Koch,Matthias Schoenaerts,Carice van Houten		4086.0			Paul Verhoeven	Sony Classics	4398532.0		22370031.0	Foreign	24513.0	158443.0	24513.0		R		21000000.0	62.0	2007-04-04	145.0	6.0		Black Book (2007)	2007-03-30	0.0		26768563.0	
		5538.0				ThinkFilm	5728581.0		1729129.0	Documentary	5538.0	31956.0	5538.0		G			116.0	2003-04-30	97.0	1.0		Spellbound (2003) (2003)	2003-04-25	0.0		7457710.0	
Ewen Bremner,Warwick Davis,Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,Stanley Tucci,Eddie Marsan,Ian McShane,Bill Nighy		9586.0		John Ottman	Bryan Singer	Warner Bros. (New Line)	65187603.0		132500000.0	Adventure	33791369.0	13901004.0	33791369.0		PG-13	Jon Jashni,Neal H. Moritz	195000000.0	1.0	2013-03-01	114.0	3525.0		Jack the Giant Slayer (2013)	2013-03-01	1.0		197687603.0	Darren Lemke,Christopher McQuarrie
Javier Bardem,Natalie Portman,Stellan Skarsgard,Randy Quaid		4900.0			Milos Forman	Samuel Goldwyn	1000626.0		8447456.0	Historical Drama	240101.0	165778.0	240101.0		R			35.0	2007-07-20	114.0	49.0		Goya's Ghosts (2007)	2007-07-20	1.0		9448082.0	
Selena Gomez,Margot Robbie,Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,Marisa Tomei		117676.0			Adam McKay	Paramount	70259870.0		63086636.0	Drama	941404.0	4550044.0	941404.0		R	Dede Gardner,Jeremy Kleiner,Brad Pitt	28000000.0	15.0	2015-12-11	130.0	8.0		The Big Short (2015)	2015-12-11	1.0		133346506.0	Adam McKay,Charles Randolph
Don Cheadle		6052.0		Philip Glass		Paramount	13839404.0			War	4926209.0	3661051.0	4926209.0		R			4.0	1987-08-28	110.0	814.0		Hamburger Hill (1987)	1987-08-28	1.0			
Tobey Maguire,Jeff Bridges,Chris Cooper,Elizabeth Banks,William H. Macy		15880.0		Randy Newman	Gary Ross	Universal	120277854.0		28058591.0	Sports Drama	31586260.0	25965145.0	31586260.0		PG-13	Gary Barber,Roger Birnbaum,Robin Bissell,Kathleen Kennedy,Frank Marshall	87000000.0	4.0	2003-07-25	129.0	1989.0		Seabiscuit (2003)	2003-07-25	1.0		148336445.0	Gary Ross
Russell Crowe		3467.0				John Aaron	121548.0			Unknown	10400.0	5051.0	10400.0		PG-13			14.0	1996-04-19	119.0	3.0		For the Moment (1996)	1996-04-19	1.0			
